,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called,caller_city_asn,called_city_asn
948,76108032,2018-05-01 12:14:29,2018-05-01 12:15:36,67,48,0,,709749,sanitized,947907,sanitized,sanitized,user_a,sanitized,a_resu,3227975507,11000,3514831954,5062,callee,3,1,200,0,33685504,,,,,,,,,,,2,3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255,,255,,,,,,,,,,,,,1,193,,,,,,,,,,192.102.255.83,209.128.20.82,43.6319,47.5167,-79.3716,-52.7833,Vancouver,Mount Pearl
968,76107915,2018-05-01 12:12:53,2018-05-01 12:14:09,76,69,0,,709749,sanitized,947907,sanitized,sanitized,device,sanitized,ecived,3227975506,11000,1676539840,1025,caller,3,1,200,0,33685504,,,,,,,,,,,2,3931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255,,255,,,16,21,,,,,,,,,1,192,,,,,,,,,,192.102.255.82,99.237.247.192,43.6319,47.6333,-79.3716,-52.85,Vancouver,Portugal Cove
1013,76105940,2018-05-01 11:43:03,2018-05-01 11:47:40,277,268,0,,709739,sanitized,937907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,2392989210,5060,callee,3,1,200,0,33685504,,,,,,,,,,,2,3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255,,255,,,,,,,,,,,,,1,160,,,,,,,,,,192.102.255.83,142.162.30.26,43.6319,47.5986,-79.3716,-52.6926,Vancouver,St. John's
1072,76101040,2018-05-01 00:16:54,2018-05-01 00:19:49,175,160,3,,604639,sanitized,936406,sanitized,sanitized,876952,sanitized,96781+,3227975250,11000,1208998796,5060,caller,3,1,200,0,33685504,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,2,3235,,,,,,,,,,192.102.254.82,72.15.219.140,43.6319,35.2277,-79.3716,-80.8439,Vancouver,Charlotte
1155,76107335,2018-05-01 12:07:55,2018-05-01 12:08:10,15,10,0,5,519339,sanitized,933915,sanitized,sanitized,200,sanitized,2,3227975504,7000,755177258,1054,callee,3,1,200,0,33554432,0,1,9,9,3227975506,755177258,445,442,0,0,2,3081,1,24,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,38,0,0,0,0,3,,,,,,1,1,9,24,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,802,,,,,,,16,21,,,,,,,,,69,141,45,45,45,45,45,38,20,20,,192.102.255.80,45.3.23.42,43.6319,42.9856,-79.3716,-81.1821,Toronto,London
1251,76109462,2018-05-01 12:26:16,2018-05-01 12:28:11,115,99,3,3,d4a019,sanitized,910a4d,sanitized,sanitized,571057,sanitized,750175,1676840295,1025,1654599251,11000,caller,3,1,200,0,33690112,2,0,9,9,1676840295,1654599251,4952,5600,1,1,3146,2,40,1,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,65535,0,0,13,79,0,0,0,2,21,0,0,9,40,45,45,45,20,20,18,0,0,0,0,0,0,0,0,0,0,100,1,902,,255,,255,,,,,,,,,,,,,2,7,45,45,45,45,45,45,20,20,,99.242.141.103,98.159.46.83,48.9682,40.7432,-54.5906,-75.2242,Gander,Easton
1412,76106829,2018-05-01 12:00:12,2018-05-01 12:00:41,29,24,0,5,416688,sanitized,886614,sanitized,sanitized,user_q,sanitized,q_resu,3227975506,11000,1168513348,1028,callee,3,1,200,0,33685504,2,1,0,0,3227975506,1168513348,1042,1075,2,0,2,5,2,14,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,1,,,,,,,,0,14,45,45,45,192,192,0,0,0,0,0,0,0,0,0,0,0,1,2,801,,,,,,,16,21,,,,,,,,,2,295,45,45,45,45,45,45,20,20,,192.102.255.82,69.166.25.68,43.6319,43.5637,-79.3716,-79.7202,Toronto,Mississauga
1498,76102667,2018-05-01 02:24:36,2018-05-01 02:24:39,3,3,0,0,844768,sanitized,867448,sanitized,sanitized,780462,sanitized,264087,3227975250,11000,3632003165,5060,caller,3,1,200,0,33685504,0,1,0,0,3227975250,3632003165,109,107,0,0,2,,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,501,,255,,255,,,16,21,,,,,,,,,1,31,45,45,45,45,45,45,20,20,,192.102.254.82,216.123.248.93,43.6319,53.4609,-79.3716,-113.4519,Vancouver,Edmonton
1518,76103220,2018-05-01 04:09:36,2018-05-01 04:11:04,88,77,0,11,11668,sanitized,866110,sanitized,sanitized,604425,sanitized,44061+,3227975506,11000,1139062277,5060,callee,3,1,200,0,0,0,1,0,0,3227975506,845250899,3893,3885,0,0,2,970,1,54,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,2,2,,,,,,0,0,0,54,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,801,,,,,,,,,,,,,,,,,38,38,45,45,45,45,45,45,20,20,,192.102.255.82,67.228.182.5,43.6319,32.7787,-79.3716,-96.8217,Vancouver,Dallas
1692,76108410,2018-05-01 12:18:37,2018-05-01 12:19:08,31,26,1,6,258,sanitized,852,sanitized,sanitized,255,sanitized,552,3227975504,7000,1210478362,1182,callee,3,1,200,0,33554432,0,1,9,9,3227975506,1210478362,1263,1255,0,4,2,2256,1,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,43,65535,3,6,2,17,,,,,,0,0,9,18,45,45,45,318,0,318,0,0,0,0,0,0,0,0,0,6,17,4,802,,,,,,,,,,,,,,,,,192,283,45,45,45,45,45,41,20,20,,192.102.255.80,72.38.111.26,43.6319,42.2767,-79.3716,-83.0793,Toronto,Windsor
1870,76108298,2018-05-01 12:16:27,2018-05-01 12:17:50,83,76,0,7,519328,sanitized,823915,sanitized,sanitized,200,sanitized,2,3227975506,11000,412232355,5060,caller,3,1,200,0,33685504,2,1,9,9,3227975506,412232355,3813,3797,0,29,2,3649,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,44,45,44,0,0,0,0,2,,,,,,0,0,9,5,45,45,45,758,0,758,0,0,0,0,0,0,0,0,0,0,2,29,801,,,,,,,16,21,,,,,,,,,1,93,45,45,45,42,42,41,20,20,,192.102.255.82,24.146.42.163,43.6319,42.95,-79.3716,-82.1167,Toronto,Wyoming
1888,76103606,2018-05-01 08:50:57,2018-05-01 08:51:43,46,35,0,11,519328,sanitized,823915,sanitized,sanitized,201,sanitized,102,3227975507,11000,405976275,5060,callee,3,1,200,0,33685504,2,1,9,9,3227975507,405976275,1760,1771,0,0,2,,2,8,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,42,,,,,,,,,,,0,0,9,8,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,,,,,,,,,,,1,219,45,45,45,45,45,37,20,20,,192.102.255.83,24.50.180.211,43.6319,43.2271,-79.3716,-79.871,Toronto,Hamilton
1901,76106449,2018-05-01 11:54:46,2018-05-01 11:55:21,35,31,0,5,519328,sanitized,823915,sanitized,sanitized,225,sanitized,522,3227975504,7000,3638379143,11060,caller,3,1,200,0,33554432,0,1,0,0,3227975507,3638379143,1523,1524,0,0,2,2177,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,1,,,,,,0,0,0,7,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,802,,,,,,,16,21,,,,,,,,,33,123,45,45,45,45,45,45,20,20,,192.102.255.80,216.221.66.135,43.6319,43.3799,-79.3716,-79.7668,Toronto,Burlington
2148,76109924,2018-05-01 12:32:53,2018-05-01 12:33:23,30,23,1,7,705487,sanitized,784507,sanitized,sanitized,user_x,sanitized,x_resu,3227975504,7000,2479012700,1035,callee,3,1,200,0,33554432,0,1,0,0,3227975506,2479012700,1154,1144,0,0,2,3452,1,23,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,45,45,45,45,45,43,0,0,0,1422,3572,,,,,,0,0,0,23,45,45,45,0,0,0,80,0,80,8000,0,8000,1,0,1,0,3572,0,802,,,,,,,,,,,,,,,,,70,83,45,45,45,45,45,41,20,20,,192.102.255.80,147.194.187.92,43.6319,44.0168,-79.3716,-78.3995,Toronto,Port Hope
3138,76100630,2018-05-01 00:05:47,2018-05-01 00:05:57,10,5,1,,202772,sanitized,72021+,sanitized,sanitized,Thomas,sanitized,samohT,1654599251,11000,1818172010,5060,caller,3,1,200,0,33685504,,,,,,,,,,,2,3919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,16,21,,,,,,,,,1,95,,,,,,,,,,98.159.46.83,108.95.26.106,40.7432,42.5038,-75.2242,-83.4764,Easton,Novi
3141,76100648,2018-05-01 00:05:47,2018-05-01 00:05:57,10,5,0,1,202772,sanitized,72021+,sanitized,sanitized,124862,sanitized,268421,1822862534,5060,1654599251,11000,caller,3,1,200,0,33690112,1,0,0,0,1139213648,1654599251,464,460,0,0,,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,39,,,,,,,,,,,0,0,0,1,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,902,,255,,255,,,,,,,,,,,,,1,617,45,45,45,45,45,39,20,20,,108.166.172.198,98.159.46.83,33.0856,40.7432,-96.6115,-75.2242,Allen,Easton
3312,76109066,2018-05-01 12:24:53,2018-05-01 12:25:27,34,30,0,4,519659,sanitized,69151+,sanitized,sanitized,222,sanitized,222,3227975506,11000,1176303759,4539,caller,3,1,200,0,33685514,2,1,9,9,3227975506,1176303759,1446,1462,0,0,2,3912,2,80,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,1,1,0,0,,,45,45,45,41,45,42,0,0,0,2,18,,,,,,0,0,9,80,45,45,45,0,0,0,1825,0,1825,7935,0,7935,23,0,23,0,18,0,801,,,,,,,16,21,,,,,,,,,1,115,45,45,45,39,45,41,20,20,,192.102.255.82,70.28.248.143,43.6319,44.2099,-79.3716,-80.6238,Vancouver,Priceville
3581,76108346,2018-05-01 12:18:09,2018-05-01 12:18:31,22,16,0,,902956,sanitized,659209,sanitized,sanitized,device,sanitized,ecived,3227975506,11000,2393277605,5060,callee,3,1,200,0,33685504,,,,,,,,,,,2,3931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255,,255,,,16,21,,,,,,,,,1,133,,,,,,,,,,192.102.255.82,142.166.132.165,43.6319,45.2308,-79.3716,-66.0953,Easton,Saint John
3978,76107482,2018-05-01 12:06:25,2018-05-01 12:06:53,28,20,0,8,705326,sanitized,623507,sanitized,sanitized,100,sanitized,1,3227975506,11000,1249172405,1029,callee,3,1,200,0,33685504,0,1,0,0,3227975506,1249172405,465,455,0,0,2,2708,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,,,0,7,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,801,,,,,,,16,21,,,,,,,,,1,72,45,45,45,45,45,45,20,20,4,192.102.255.82,74.116.219.181,43.6319,44.4548,-79.3716,-79.7352,Toronto,Barrie
4057,76108433,2018-05-01 12:19:07,2018-05-01 12:19:18,11,7,1,1,906,sanitized,609,sanitized,sanitized,907,sanitized,709,2914253051,37285,1654599248,7000,callee,3,1,200,0,131072,1,0,9,9,2914253051,1654599250,533,521,0,0,3277,2,33,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,39,,,,,,0,0,0,472,2360,0,0,9,33,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,0,902,,255,,255,,,16,21,,,,,,,,,2,7,45,45,45,45,45,39,20,20,,173.179.248.251,98.159.46.80,45.5528,40.7432,-73.6411,-75.2242,Montreal,Easton
4058,76108434,2018-05-01 12:19:07,2018-05-01 12:19:18,11,7,1,4,906,sanitized,609,sanitized,sanitized,907,sanitized,709,1654599248,7000,2914253051,38879,callee,3,1,200,0,33554432,0,1,9,9,1654599250,2914253051,387,375,0,0,2,3277,2,31,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,9,31,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,,255,,255,,,,,,,,,,,,,89,190,45,45,45,45,45,45,20,20,,98.159.46.80,173.179.248.251,40.7432,45.5528,-75.2242,-73.6411,Easton,Montreal
4068,76108134,2018-05-01 12:16:15,2018-05-01 12:16:18,3,3,0,0,306,sanitized,603,sanitized,sanitized,*98,sanitized,89*,3638379076,41789,1654599251,11000,caller,3,1,200,0,33688064,1,2,9,9,3638379076,1654599251,150,138,0,0,512,2,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,10,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,902,,255,,255,,,,,,,,,,,,,2,10,45,45,45,45,45,45,20,20,,216.221.66.68,98.159.46.83,42.9888,40.7432,-82.3592,-75.2242,Sarnia,Easton
4070,76104901,2018-05-01 11:16:35,2018-05-01 11:21:05,270,263,0,7,1206,sanitized,6021,sanitized,sanitized,400,sanitized,4,3227975507,11000,410145163,30976,caller,3,1,200,0,33685504,2,1,9,9,3227975507,410145163,13033,13104,3,0,2,,8,51,8,13,3,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,51,45,45,45,23,23,0,1500,1500,80,8000,6250,8000,24,24,1,,,3,801,,,,,,,16,21,,,,,,,,,1,374,45,45,43,45,45,45,20,20,,192.102.255.83,24.114.81.139,43.6319,43.7535,-79.3716,-79.4472,Vancouver,North York
4139,76101819,2018-05-01 00:59:59,2018-05-01 01:03:21,202,199,0,3,395,sanitized,593,sanitized,sanitized,801,sanitized,108,3227975251,11000,3350650146,1038,caller,3,1,200,0,33685550,0,1,9,9,3227975251,3350650146,9954,9966,0,1,2,3245,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,,,,,,0,0,9,2,45,45,45,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,501,,255,,255,,,16,21,,,,,,,,,1,100,45,45,45,45,45,45,20,20,,192.102.254.83,199.182.221.34,43.6319,49.2478,-79.3716,-122.9938,Vancouver,Burnaby
4216,76105919,2018-05-01 11:32:59,2018-05-01 11:47:19,860,846,0,14,170965,sanitized,569071,sanitized,sanitized,5efea1,sanitized,1aefe5,1654599250,11000,1676840295,5060,callee,3,1,200,0,33685522,0,1,9,9,1654599250,1676840295,42299,42304,3,6,2,3146,1,40,4,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,29490,1766,,,,,,0,0,9,40,45,45,45,14,7,14,60,0,60,6000,0,6000,1,0,1,0,1766,6,902,,255,,255,,,,,,,,,,,,,1,160,45,45,45,45,45,45,20,20,,98.159.46.82,99.242.141.103,40.7432,48.9682,-75.2242,-54.5906,Easton,Gander
4419,76103637,2018-05-01 09:15:00,2018-05-01 09:15:18,18,10,0,8,519835,sanitized,538915,sanitized,sanitized,301,sanitized,103,3227975504,7000,755172978,1024,caller,3,1,200,0,33554432,0,1,9,9,3227975506,755172978,492,494,0,0,2,,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,802,,,,,,,16,21,,,,,,,,,115,184,45,45,45,45,45,45,20,20,,192.102.255.80,45.3.6.114,43.6319,43.4881,-79.3716,-79.7098,Toronto,Oakville
4808,76103488,2018-05-01 06:58:46,2018-05-01 07:01:08,142,136,1,1,519455,sanitized,49151+,sanitized,sanitized,911,sanitized,119,3227975506,11000,1208092380,5060,caller,3,1,200,0,0,1,0,0,0,3227975506,1208092380,6925,7055,0,0,2,,15,2,8,4,0,0,0,0,0,0,0,0,0,0,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,49,168,,,,,,0,0,0,15,45,45,45,0,0,0,1885,1885,0,6500,6500,0,29,29,0,0,168,0,802,,,,,,,16,21,,,,,,,,,113,681,45,45,45,45,45,45,20,20,,192.102.255.82,72.2.6.220,43.6319,48.4502,-79.3716,-123.3435,Vancouver,Victoria
