,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called,caller_city_asn,called_city_asn
87,76107564,2018-05-01 12:09:48,2018-05-01 12:10:17,29,8,1,1,anonym,sanitized,mynona,sanitized,sanitized,190244,sanitized,442091,773050638,5060,1654599251,11000,caller,3,1,200,0,33690112,1,0,0,0,773050703,1654599251,408,1391,0,0,738,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,902,,255,,255,,,,,,,,,,,,,1,318,45,45,45,45,45,45,20,20,,46.19.209.14,98.159.46.83,53.3472,40.7432,-6.2439,-75.2242,Vancouver,Easton
96,76105566,2018-05-01 11:40:36,2018-05-01 11:41:53,77,73,0,4,anonym,sanitized,mynona,sanitized,sanitized,device,sanitized,ecived,1654599251,11000,2393257259,1030,caller,3,1,200,0,33685510,0,1,9,9,1654599251,2393257259,3657,3649,0,0,2,3931,2,26,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,3,20,65535,0,0,12,86,0,0,9,26,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,902,,255,,255,,,16,21,,,,,,,,,1,147,45,45,45,45,45,45,20,20,,98.159.46.83,142.166.53.43,40.7432,47.5334,-75.2242,-52.7595,Easton,St. John's
105,76100714,2018-05-01 00:07:42,2018-05-01 00:08:02,20,2,0,19,anonym,sanitized,mynona,sanitized,sanitized,778726,sanitized,627877,3227975251,11000,3091469318,5060,caller,3,1,200,0,33685550,0,1,0,0,3227975251,3091469318,54,52,0,0,2,,1,22,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,22,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,501,,255,,255,,,16,21,,,,,,,,,1,37,45,45,45,45,45,45,20,20,,192.102.254.83,184.68.20.6,43.6319,49.2436,-79.3716,-122.7865,Vancouver,Port Coquitlam
146,76101080,2018-05-01 00:19:13,2018-05-01 00:19:50,37,35,0,,anonym,sanitized,mynona,sanitized,sanitized,201,sanitized,102,3227975250,11000,3330677851,1107,caller,2,1,200,0,33685504,,,,,,,,,,,2,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,16,21,,,,,,,,,1,70,,,,,,,,,4,192.102.254.82,198.134.28.91,43.6319,55.3333,-79.3716,-115.4167,Vancouver,Kinuso
163,76103393,2018-05-01 05:15:32,2018-05-01 05:16:01,29,18,2,11,anonym,sanitized,mynona,sanitized,sanitized,151933,sanitized,339151,3227975507,11000,3438593084,5060,caller,3,1,200,0,33685504,1,0,0,0,3227975507,3438593084,894,904,0,0,2,,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,43,45,45,45,0,0,0,0,0,,,,,,0,0,0,2,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,,,,,,,16,21,,,,,,,,,1,1703,45,45,41,45,45,45,20,20,,192.102.255.83,204.244.196.60,43.6319,43.6518,-79.3716,-79.5076,Vancouver,Toronto
193,76103675,2018-05-01 09:26:47,2018-05-01 09:30:16,209,209,0,,anonym,sanitized,mynona,sanitized,sanitized,519882,sanitized,288915,3227975507,11000,846445562,1024,caller,3,1,200,0,33685504,,,,,,,,,,,2,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255,,255,,,16,21,,,,,,,,,1,31,,,,,,,,,,192.102.255.83,50.115.187.250,43.6319,42.9578,-79.3716,-82.2777,Vancouver,Sarnia
208,76101537,2018-05-01 00:41:02,2018-05-01 00:45:28,266,266,0,0,Unavai,sanitized,iavanU,sanitized,sanitized,866943,sanitized,349668,3227975250,11000,875246285,5060,callee,3,1,200,0,33685504,1,0,0,0,3227975250,875246285,13273,13285,0,1,2,3969,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,2,45,45,45,8,0,8,0,0,0,0,0,0,0,0,0,,,1,501,,255,,255,,,,,,,,,,,,,1,397,45,45,45,45,45,45,20,20,,192.102.254.82,52.43.50.205,43.6319,45.8696,-79.3716,-119.688,Vancouver,Boardman
209,76106752,2018-05-01 11:57:17,2018-05-01 11:59:38,141,133,0,1,device,sanitized,ecived,sanitized,sanitized,738284,sanitized,482837,417208698,50580,1654599251,11000,caller,3,1,200,0,33685504,2,0,9,9,417208698,1654599251,6645,7012,0,0,3931,2,27,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,65535,0,0,4,14,65535,7,6,7,27,0,0,9,27,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,6,41,0,902,,255,,255,,,,,,,,,,,,,1,5,45,45,45,45,45,45,20,20,,24.222.25.122,98.159.46.83,45.2,40.7432,-64.1167,-75.2242,Cambridge,Easton
210,76107009,2018-05-01 12:03:19,2018-05-01 12:03:59,40,18,6,6,device,sanitized,ecived,sanitized,sanitized,763897,sanitized,798367,1676539840,1026,1654599251,11000,caller,3,1,200,0,33690112,2,0,9,9,1676539840,1654599251,840,1684,0,0,3920,2,27,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,5,51,0,0,0,2,21,0,0,9,27,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,902,,255,,255,,,,,,,,,,,,,2,6,45,45,45,45,45,45,20,20,,99.237.247.192,98.159.46.83,47.6333,40.7432,-52.85,-75.2242,Portugal Cove,Easton
212,76105477,2018-05-01 11:37:18,2018-05-01 11:39:54,156,153,0,0,device,sanitized,ecived,sanitized,sanitized,200,sanitized,2,2393990862,1027,1654599251,11000,caller,3,1,200,0,33687040,2,0,9,9,2393990862,1654599251,7661,7783,1,0,3770,2,16,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,65535,0,0,13,77,0,0,0,0,0,0,0,9,16,45,45,45,13,13,0,0,0,0,0,0,0,0,0,0,0,77,1,902,,255,,255,,,,,,,,,,,,,2,5,45,45,45,45,45,45,20,20,,142.177.102.206,98.159.46.83,47.5124,40.7432,-52.6729,-75.2242,St. John's,Easton
269,76104757,2018-05-01 11:12:29,2018-05-01 11:14:12,103,93,3,3,device,sanitized,ecived,sanitized,sanitized,739320,sanitized,23937,3514832870,42333,1654599248,5060,caller,3,1,200,0,33687040,3,2,9,9,3514832870,1654599250,4623,4981,0,0,3931,2,22,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,0,0,0,2,20,0,0,9,22,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,902,,255,,255,,,,,,,,,,,,,2,7,45,45,45,45,45,45,20,20,,209.128.23.230,98.159.46.80,47.5167,40.7432,-52.7833,-75.2242,Mount Pearl,Easton
381,76105633,2018-05-01 11:41:01,2018-05-01 11:43:06,125,118,2,2,device,sanitized,ecived,sanitized,sanitized,832512,sanitized,215238,2394021867,54465,1654599251,11000,caller,3,1,200,0,33687040,3,2,9,9,2394021867,1654599251,5885,6102,0,0,3931,2,26,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,65535,0,0,13,73,0,0,0,3,21,0,0,9,26,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,902,,255,,255,,,,,,,,,,,,,2,7,45,45,45,45,45,45,20,20,,142.177.223.235,98.159.46.83,45.0691,40.7432,-64.4696,-75.2242,New Minas,Easton
417,76104638,2018-05-01 11:09:11,2018-05-01 11:09:28,17,9,2,2,device,sanitized,ecived,sanitized,sanitized,739455,sanitized,554937,2393277605,1306,1654599251,11000,caller,3,1,200,0,33687040,3,2,9,9,2393277605,1654599251,416,709,0,0,3931,2,22,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,65535,0,0,4,41,0,0,0,2,22,0,0,9,22,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,902,,255,,255,,,,,,,,,,,,,2,6,45,45,45,45,45,45,20,20,,142.166.132.165,98.159.46.83,45.2308,40.7432,-66.0953,-75.2242,Saint John,Easton
706,76102913,2018-05-01 02:55:08,2018-05-01 03:02:22,434,433,0,1,604889,sanitized,988406,sanitized,sanitized,101,sanitized,101,3227975250,11000,1613813930,23715,callee,3,1,200,0,33685550,2,0,9,9,3227975250,1613813930,21630,21642,0,1,2,10,1,26,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,9,26,45,45,45,5,0,5,0,0,0,0,0,0,0,0,0,,,1,501,,255,,255,,,,,,,,,,,,,2,65,45,45,45,45,45,45,20,20,,192.102.254.82,96.48.216.170,43.6319,49.0997,-79.3716,-122.6526,Vancouver,Langley
731,76105816,2018-05-01 11:41:15,2018-05-01 11:45:36,261,249,0,,709689,sanitized,986907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,417208698,24559,callee,3,1,200,0,33685504,,,,,,,,,,,2,3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255,,255,,,,,,,,,,,,,1,108,,,,,,,,,,192.102.255.83,24.222.25.122,43.6319,45.2,-79.3716,-64.1167,Vancouver,Cambridge
738,76101740,2018-05-01 00:45:42,2018-05-01 00:58:38,776,767,1,9,604589,sanitized,985406,sanitized,sanitized,101,sanitized,101,3227975250,11000,1674011774,5060,callee,3,1,200,0,33685504,0,1,9,9,3227975250,1674011774,38244,38360,2,1,2,489,1,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,65535,20,3,0,1,,,,,,0,0,9,4,45,45,45,5,5,3,0,0,0,0,0,0,0,0,0,3,1,2,501,,255,,255,,,,,,,,,,,,,1,195,45,45,45,45,45,45,20,20,,192.102.254.82,99.199.100.126,43.6319,49.2667,-79.3716,-122.7833,Vancouver,Coquitlam
755,76104448,2018-05-01 11:00:27,2018-05-01 11:01:31,64,56,1,8,506389,sanitized,983605,sanitized,sanitized,190246,sanitized,642091,1654599251,11000,3507482183,5060,caller,3,1,200,0,1572910,0,1,0,0,1654599251,3507482183,2829,1901,0,0,2,,1,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,0,0,65535,1,1,4,36,0,18,0,7,45,45,45,0,0,0,60,0,60,6000,0,6000,1,0,1,1,36,0,902,,255,,255,,,16,21,,,,,,,,,9,739,45,45,45,45,45,45,20,20,,98.159.46.83,209.15.238.71,40.7432,43.6021,-75.2242,-79.5402,Easton,Toronto
812,76102479,2018-05-01 02:00:38,2018-05-01 02:01:18,40,24,0,16,778869,sanitized,968877,sanitized,sanitized,117,sanitized,711,3227975251,11000,1168009517,1024,callee,3,1,200,0,33685504,0,1,0,0,3227975251,1168009517,1194,1188,0,0,2,27,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,,,,,,,,,,,0,0,0,3,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,,,0,501,,255,,255,,,,,,,,,,,,,1,191,45,45,45,45,45,45,20,20,,192.102.254.83,69.158.105.45,43.6319,43.7878,-79.3716,-79.1564,Vancouver,Scarborough
816,76110402,2018-05-01 12:37:33,2018-05-01 12:37:54,21,13,1,1,709769,sanitized,967907,sanitized,sanitized,170970,sanitized,79071,1168965251,5060,1654599250,11000,callee,3,1,200,0,33697280,1,0,0,0,1168965251,1654599250,635,960,0,0,3336,2,2,5,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,45,45,45,45,45,40,,,,,,0,1,3,0,0,0,1,0,5,45,45,45,0,0,0,300,0,300,30000,0,30000,1,0,1,3,0,0,902,,255,,255,,,16,21,,,,,,,,,1,404,45,45,45,45,45,35,20,20,,69.172.254.131,98.159.46.82,43.6496,40.7432,-79.3833,-75.2242,Toronto,Easton
826,76100961,2018-05-01 00:15:55,2018-05-01 00:16:44,49,35,0,14,519669,sanitized,966915,sanitized,sanitized,user_m,sanitized,m_resu,3227975507,11000,1176754522,1026,caller,3,1,200,0,33685504,0,1,0,0,3227975507,1176754522,1658,1675,0,0,2,3741,2,30,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,0,0,0,4,34,,,,,,,,0,30,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,801,,,,,,,16,21,,,,,,,,,1,80,45,45,45,45,45,45,20,20,,192.102.255.83,70.35.217.90,43.6319,44.25,-79.3716,-80.55,Vancouver,Flesherton
915,76104475,2018-05-01 11:02:31,2018-05-01 11:03:14,43,40,0,3,259,sanitized,952,sanitized,sanitized,device,sanitized,ecived,1654599251,11000,417208698,61850,callee,3,1,200,0,33685504,0,1,9,9,1654599251,417208698,1983,2000,0,0,2,3931,4,26,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,45,45,45,45,45,65535,1,1,3,25,65535,0,0,10,35,0,0,9,26,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,902,,255,,255,,,,,,,,,,,,,1,111,45,45,45,45,45,45,20,20,,98.159.46.83,24.222.25.122,40.7432,45.2,-75.2242,-64.1167,Easton,Cambridge
