"id_sensor","time","saddr","mosf1_min","mosf1_avg","mosf2_min","mosf2_avg","mosAD_min","mosAD_avg","jitter_max","jitter_avg","loss_max_mult10","loss_avg_mult10","counter"
802,"2018-05-14 00:23:50",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:23:50",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:23:50",3495526934,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:23:50",3631984749,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:23:50",3631984749,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:24:00",416559370,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:24:00",416559370,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:00",845308522,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:24:00",2396639509,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:24:00",2396639509,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:00",3227975250,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:24:00",3227975507,45,45,45,45,45,45,0,0,0,0,3
802,"2018-05-14 00:24:00",3227975507,45,45,45,45,45,45,0,0,0,0,3
801,"2018-05-14 00:24:00",3495526469,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:24:00",3495526469,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:24:00",3495526934,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:24:10",416559370,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:24:10",416559370,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:10",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:10",1268519453,45,45,45,45,45,45,27,27,0,0,1
801,"2018-05-14 00:24:10",2396639509,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:24:10",2396639509,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:10",3227975250,45,45,45,45,45,45,0,0,0,0,4
801,"2018-05-14 00:24:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:24:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:24:10",3495526469,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:24:10",3495526469,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:10",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:10",3495526934,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:24:20",416559370,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:24:20",416559370,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:20",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:20",1268519453,45,45,45,45,45,45,28,28,1,1,1
801,"2018-05-14 00:24:20",2396639509,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:24:20",2396639509,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:20",3227975250,45,45,45,45,45,45,0,0,0,0,4
801,"2018-05-14 00:24:20",3227975507,45,45,45,45,38,43,0,0,0,0,5
802,"2018-05-14 00:24:20",3227975507,45,45,45,45,38,43,0,0,0,0,5
801,"2018-05-14 00:24:20",3495526469,45,45,45,45,45,45,0,0,0,0,3
802,"2018-05-14 00:24:20",3495526469,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-14 00:24:20",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:20",3495526934,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:24:30",416559370,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:24:30",416559370,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:30",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:30",1268519453,45,45,45,45,45,45,29,29,0,0,1
801,"2018-05-14 00:24:30",2396639509,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:24:30",2396639509,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:30",3227975250,45,45,45,45,45,45,0,0,0,0,4
801,"2018-05-14 00:24:30",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:24:30",3227975507,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:24:30",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:40",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:40",1268519453,45,45,45,45,45,45,29,29,1,1,1
501,"2018-05-14 00:24:40",3227975250,45,45,45,45,45,45,0,0,0,0,3
501,"2018-05-14 00:24:40",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:40",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:50",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:24:50",1268519453,45,45,45,45,45,45,28,28,0,0,1
501,"2018-05-14 00:24:50",3227975250,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-14 00:24:50",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:24:50",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:00",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:25:00",1268519453,45,45,45,45,45,45,28,28,1,1,1
501,"2018-05-14 00:25:00",3227975250,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-14 00:25:00",3495526932,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:00",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:10",3227975250,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:10",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:20",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:25:20",3227975250,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-14 00:25:20",3429196867,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:20",3475127854,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:20",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:30",845308522,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:25:30",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:25:30",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:30",3227975250,45,45,45,45,45,45,1,0,0,0,4
801,"2018-05-14 00:25:30",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:25:30",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:30",3429196867,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:30",3475127854,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:30",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:40",845308522,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:25:40",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:25:40",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:40",3227975250,45,45,45,45,45,45,0,0,0,0,4
501,"2018-05-14 00:25:40",3227975251,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:25:40",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:25:40",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:40",3429196867,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:40",3475127854,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:40",3495526934,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:25:50",845308522,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:25:50",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:25:50",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:50",3227975250,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:25:50",3227975251,45,45,45,45,41,43,0,0,0,0,2
801,"2018-05-14 00:25:50",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:25:50",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:50",3463712682,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:25:50",3495526934,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:26:00",845308522,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:26:00",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:00",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:00",3227975250,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:26:00",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:00",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:00",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:10",845308522,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:26:10",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:10",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:10",3227975250,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:26:10",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:10",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:10",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:20",845308522,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:26:20",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:20",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:20",3227975250,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:26:20",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:20",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:30",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:26:30",3227975250,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:30",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:40",845308522,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:26:40",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:40",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:40",3227975250,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:26:40",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:40",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:40",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:50",845308522,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:26:50",1145337708,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:50",1145337708,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:26:50",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:50",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:50",3227975250,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:26:50",3227975487,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:50",3227975487,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:26:50",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:26:50",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:26:50",3495526934,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:27:00",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:27:00",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:00",3227975250,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:27:00",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:27:00",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:00",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:10",845308522,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:27:10",1255003002,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:27:10",1255003002,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:10",3227975250,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:27:10",3227975506,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:27:10",3227975506,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:10",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:20",845308522,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:27:20",3227975250,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:27:20",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:30",845308522,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:30",3227975250,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:27:30",3495526934,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:40",845308522,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:27:40",3227975250,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:27:40",3495526934,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:28:10",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:28:10",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:28:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:28:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:28:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:28:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:28:20",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:28:20",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:28:20",3227975507,45,45,45,45,45,45,0,0,2,1,2
802,"2018-05-14 00:28:20",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:28:20",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:28:20",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:28:30",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:28:30",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:28:30",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:28:30",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:28:30",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:28:30",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:28:40",3097645524,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:28:40",3097645524,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:28:40",3227975507,45,45,45,45,45,45,0,0,1,0,2
802,"2018-05-14 00:28:40",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:28:40",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:28:40",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:28:50",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:28:50",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:28:50",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:28:50",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:28:50",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:28:50",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:00",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:29:00",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:29:00",3227975507,45,45,45,45,45,45,0,0,1,0,2
802,"2018-05-14 00:29:00",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:29:00",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:00",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:10",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:29:10",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:29:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:29:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:29:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:20",3097645524,45,45,45,45,45,45,2,2,0,0,1
802,"2018-05-14 00:29:20",3097645524,45,45,45,45,45,45,2,2,0,0,1
801,"2018-05-14 00:29:20",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:29:20",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:29:20",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:20",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:30",1145337708,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:30",1145337708,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:30",3227975486,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:30",3227975486,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:40",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:29:40",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:29:40",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:29:40",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:29:40",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:40",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:50",3097645524,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:50",3097645524,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:29:50",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:29:50",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:29:50",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:29:50",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:30:00",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:30:00",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:30:00",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:30:00",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:00",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:00",3341778707,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:30:10",3097645524,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:10",3097645524,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:30:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:30:10",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:20",875246285,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:30:20",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:30:20",3097645524,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:30:20",3227975251,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:20",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:30:20",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:20",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:20",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:20",3452818186,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:30",875246285,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:30:30",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:30:30",3097645524,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:30:30",3227975251,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:30",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:30:30",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:30",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:30",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:30",3452818186,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:40",875246285,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:30:40",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:30:40",3097645524,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:30:40",3227975251,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:40",3227975507,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:30:40",3227975507,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:40",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:40",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:40",3452818186,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:50",875246285,45,45,45,45,45,45,0,0,1,1,1
801,"2018-05-14 00:30:50",1145337701,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:50",1145337701,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:30:50",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:30:50",3097645524,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:30:50",3227975251,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:30:50",3227975507,45,45,45,45,45,45,0,0,0,0,3
802,"2018-05-14 00:30:50",3227975507,45,45,45,45,45,45,0,0,0,0,3
801,"2018-05-14 00:30:50",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:30:50",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:30:50",3452818186,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:31:00",1145337701,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:31:00",1145337701,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:31:00",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:31:00",3097645524,45,45,45,45,45,45,1,1,0,0,1
801,"2018-05-14 00:31:00",3227975507,45,45,45,45,45,45,0,0,0,0,3
802,"2018-05-14 00:31:00",3227975507,45,45,45,45,45,45,0,0,0,0,3
801,"2018-05-14 00:31:00",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:31:00",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:10",875246285,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:31:10",1145337701,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:31:10",1145337701,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:31:10",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:31:10",3097645524,45,45,45,45,45,45,1,1,0,0,1
501,"2018-05-14 00:31:10",3227975251,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:31:10",3227975507,45,45,45,45,45,45,0,0,0,0,3
802,"2018-05-14 00:31:10",3227975507,45,45,45,45,45,45,0,0,0,0,3
801,"2018-05-14 00:31:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:31:10",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:10",3452818186,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:20",875246285,45,45,45,45,45,45,0,0,1,1,1
801,"2018-05-14 00:31:20",1145337701,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:31:20",1145337701,45,45,45,45,45,45,0,0,0,0,2
501,"2018-05-14 00:31:20",3227975251,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:31:20",3227975507,45,45,45,45,42,43,0,0,0,0,2
802,"2018-05-14 00:31:20",3227975507,45,45,45,45,42,43,0,0,0,0,2
501,"2018-05-14 00:31:20",3452818186,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:30",875246285,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:31:30",1145337701,45,45,45,45,45,45,0,0,0,0,2
802,"2018-05-14 00:31:30",1145337701,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:31:30",3097645524,45,45,45,45,45,45,1,1,0,0,1
802,"2018-05-14 00:31:30",3097645524,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:30",3227975250,45,45,45,45,40,40,0,0,0,0,1
501,"2018-05-14 00:31:30",3227975251,45,45,45,45,45,45,0,0,0,0,2
801,"2018-05-14 00:31:30",3227975507,45,45,45,45,45,45,0,0,0,0,4
802,"2018-05-14 00:31:30",3227975507,45,45,45,45,45,45,0,0,0,0,4
801,"2018-05-14 00:31:30",3341778707,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:31:30",3341778707,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:30",3452818186,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:30",3495527062,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:40",875246285,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:31:40",1145337701,45,45,45,45,45,45,0,0,1,1,1
802,"2018-05-14 00:31:40",1145337701,45,45,45,45,45,45,0,0,0,0,1
501,"2018-05-14 00:31:40",1176778026,45,45,45,45,45,45,0,0,0,0,1
801,"2018-05-14 00:31:40",3097645524,45,45,45,45,45,45,0,0,0,0,1
802,"2018-05-14 00:31:40",3097645524,45,45,45,45,45,45,0,0,0,0,1
