"ID","cdr_ID","calldate","saddr","daddr","dport","ssrc","received","loss","firsttime","payload","maxjitter_mult10","index","flags"
96081257,76100359,"2018-05-01 00:00:01",3227975250,3495527062,35384,1463163690,426,0,1.50015,0,13,1,2
96081258,76100359,"2018-05-01 00:00:01",3495527062,3227975250,24410,2013999881,488,0,1.62266,0,1,2,2
96081259,76100360,"2018-05-01 00:00:03",3227975250,1176778026,2224,864146619,209,0,5.76437,9,3,1,2
96081260,76100360,"2018-05-01 00:00:03",1176778026,3227975250,29904,3588206137,208,0,5.77528,9,20,2,2
96081275,76100372,"2018-05-01 00:00:41",3227975507,1145337152,30480,1029108969,191,0,1.02961,9,2,1,NULL
96081276,76100372,"2018-05-01 00:00:41",1145337152,3227975507,28572,694054677,180,0,1.07166,9,2,2,NULL
96081289,76100384,"2018-05-01 00:00:25",3227975250,3429196867,25020,1463163714,588,0,1.50799,0,2,1,2
96081290,76100384,"2018-05-01 00:00:25",3429196867,3227975250,26744,462032375,585,0,1.56853,0,1,2,2
96081291,76100387,"2018-05-01 00:00:41",3227975507,1145337152,30480,1029108969,191,0,1.02969,9,2,1,NULL
96081292,76100387,"2018-05-01 00:00:41",1145337152,3227975507,28572,694054677,180,0,1.07166,9,3,2,NULL
96081297,76100402,"2018-05-01 00:00:27",1145337701,3227975507,19996,2323713982,2,0,0.102401,0,0,1,NULL
96081298,76100402,"2018-05-01 00:00:27",1145337701,3227975507,19996,2400040097,495,0,0.149409,0,1,2,NULL
96081299,76100410,"2018-05-01 00:00:27",1145337701,3227975507,19996,2400040097,495,0,0.190389,0,3,1,NULL
96081306,76100417,"2018-05-01 00:00:47",1145337708,3227975487,25952,1248321695,5,0,0.100304,0,0,1,NULL
96081307,76100417,"2018-05-01 00:00:47",1145337708,3227975487,25952,1200289033,2,0,0.197795,0,0,2,NULL
96081308,76100417,"2018-05-01 00:00:47",1145337708,3227975487,25952,1226948019,601,0,0.28514,0,3,4,NULL
96081309,76100417,"2018-05-01 00:00:47",3227975487,1145337708,22440,1883767087,579,0,1.73043,0,3,5,NULL
96081310,76100418,"2018-05-01 00:00:23",3227975507,1145337152,28718,1025624455,2221,0,0.952966,9,5,1,NULL
96081311,76100418,"2018-05-01 00:00:23",1145337152,3227975507,23930,221392972,2211,1,0.990618,9,5,2,NULL
96081325,76100433,"2018-05-01 00:00:48",3227975250,3330677851,11884,1463163736,38,0,2.27341,9,1,1,2
96081326,76100433,"2018-05-01 00:00:48",3330677851,3227975250,22724,2774179223,32,0,2.41139,9,0,2,2
96081327,76100434,"2018-05-01 00:00:31",3495526932,3227975250,28466,778506695,1314,0,1.5621,0,10,1,2
96081328,76100434,"2018-05-01 00:00:31",3227975250,3495526932,7230,2972874520,1287,0,1.88628,0,135,2,2
96081329,76100435,"2018-05-01 00:00:30",3227975250,1268497742,10000,1458294614,867,0,3.09718,0,106,1,2
96081330,76100435,"2018-05-01 00:00:30",1268497742,3227975250,29392,1295856205,861,0,3.28679,0,5,2,2
96081331,76100436,"2018-05-01 00:00:33",3227975250,3330677851,11880,1557028458,316,0,7.10447,0,1,1,2
96081332,76100436,"2018-05-01 00:00:33",3330677851,3227975250,31632,1830843655,314,0,7.16007,0,3,2,2
96081339,76100442,"2018-05-01 00:00:47",1145337708,3227975487,25952,1248321695,4,0,0.099139,0,0,1,NULL
96081340,76100442,"2018-05-01 00:00:47",1145337708,3227975487,25952,1200289033,2,0,0.196763,0,0,2,NULL
96081341,76100442,"2018-05-01 00:00:47",1145337708,3227975487,25952,1226948019,601,0,0.283909,0,1,4,NULL
96081342,76100442,"2018-05-01 00:00:47",3227975487,1145337708,22440,1883767087,579,0,1.72916,0,3,5,NULL
96081343,76100443,"2018-05-01 00:00:23",3227975507,1145337152,28718,1025624455,2221,0,0.953216,9,5,1,NULL
96081344,76100443,"2018-05-01 00:00:23",1145337152,3227975507,23930,221392972,2212,0,0.990913,9,1,2,NULL
96081349,76100449,"2018-05-01 00:00:33",3227975506,1279424612,3000,526687249,843,0,3.45639,0,105,1,NULL
96081350,76100449,"2018-05-01 00:00:33",1279424612,3227975506,24614,717100877,833,1,3.67162,0,27,2,NULL
96081351,76100450,"2018-05-01 00:00:36",3495526469,3227975506,25742,1717769662,1268,0,0.334232,0,4,1,NULL
96081352,76100450,"2018-05-01 00:00:36",3227975506,3495526469,57834,1599044372,1251,0,0.60506,0,136,2,NULL
96081353,76100451,"2018-05-01 00:01:10",3227975487,215430723,17700,3409903126,221,0,2.5865,316,6,1,NULL
96081354,76100451,"2018-05-01 00:01:10",215430723,3227975487,27612,1438213529,199,0,2.64372,316,11,2,NULL
96081355,76100452,"2018-05-01 00:00:33",3227975506,1279424612,3000,526687249,843,0,3.4563,0,105,1,NULL
96081356,76100452,"2018-05-01 00:00:33",1279424612,3227975506,24614,717100877,834,0,3.67151,0,27,2,NULL
96081357,76100453,"2018-05-01 00:00:36",3495526469,3227975506,25742,1717769662,1267,0,0.333419,0,1,1,NULL
96081358,76100453,"2018-05-01 00:00:36",3227975506,3495526469,57834,1599044372,1251,0,0.604085,0,136,2,NULL
96081359,76100454,"2018-05-01 00:01:10",3227975487,215430723,17700,3409903126,221,0,2.58659,316,6,1,NULL
96081360,76100454,"2018-05-01 00:01:10",215430723,3227975487,27612,1438213529,197,0,2.64378,316,11,2,NULL
96081365,76100457,"2018-05-01 00:00:32",3227975250,3495526932,16260,1462998408,1981,0,3.79219,0,4,1,2
96081366,76100457,"2018-05-01 00:00:32",3495526932,3227975250,25570,1563569912,1940,0,3.84632,0,4,2,2
96081371,76100461,"2018-05-01 00:01:17",3495526932,3227975250,25876,381436463,398,0,0.952738,0,1,1,2
96081372,76100461,"2018-05-01 00:01:17",3227975250,3495526932,16470,1458486597,390,0,1.04912,0,31,2,2
96081373,76100462,"2018-05-01 00:01:17",3227975250,3091469318,18000,1256929078,398,0,0.122213,0,2,1,2
96081374,76100462,"2018-05-01 00:01:17",3091469318,3227975250,22968,1906158258,396,0,0.160935,0,52,2,2
96081377,76100464,"2018-05-01 00:01:36",3227975251,3640363090,16454,2532465464,51,0,1.70062,0,1,1,2
96081378,76100464,"2018-05-01 00:01:36",3640363090,3227975251,18532,3663679288,50,0,1.7081,0,3,2,2
96081379,76100465,"2018-05-01 00:00:23",1145337152,3227975507,28810,252253289,3454,1,1.65124,9,6,1,NULL
96081380,76100465,"2018-05-01 00:00:23",3227975507,1145337152,30036,1030656919,3443,3,1.82022,9,9,2,NULL
96081381,76100466,"2018-05-01 00:00:23",1145337152,3227975507,28810,252253289,3453,0,1.65123,9,1,1,NULL
96081382,76100466,"2018-05-01 00:00:23",3227975507,1145337152,30036,1030656919,3446,0,1.8201,9,8,2,NULL
96081383,76100471,"2018-05-01 00:01:52",1145337708,3227975486,18020,2661767538,6,0,0.106057,0,0,1,NULL
96081384,76100471,"2018-05-01 00:01:52",1145337708,3227975486,18020,2940228076,5,0,0.234589,0,0,2,NULL
96081385,76100471,"2018-05-01 00:01:52",1145337708,3227975486,18020,2918266800,266,0,0.343095,0,2,3,NULL
96081386,76100471,"2018-05-01 00:01:52",3227975486,1145337708,4554,469040400,241,0,2.21407,0,2,4,NULL
96081387,76100472,"2018-05-01 00:00:32",3227975250,3429196867,25400,1462315384,3396,0,1.90125,0,285,1,2
96081388,76100472,"2018-05-01 00:00:32",3429196867,3227975250,30710,2026075455,3441,0,1.96407,0,2,2,2
96081389,76100473,"2018-05-01 00:00:53",3495527062,3227975250,30004,726485451,2593,0,1.40177,0,32,1,2
96081390,76100473,"2018-05-01 00:00:53",3227975250,3495527062,33834,2502678078,2581,0,1.6138,0,3,2,2
96081391,76100474,"2018-05-01 00:00:52",3227975250,3350650146,2242,1465914796,2586,0,3.24713,335,12,1,2
96081392,76100474,"2018-05-01 00:00:52",3350650146,3227975250,27838,4206737637,2586,0,3.3433,335,11,2,2
96081393,76100475,"2018-05-01 00:01:01",3227975250,875246285,9110,1458294646,1882,0,5.03869,0,22,1,2
96081394,76100475,"2018-05-01 00:01:01",875246285,3227975250,26158,22940,1756,0,7.53123,0,9,2,2
96081395,76100476,"2018-05-01 00:01:04",3495527062,3227975250,17474,889085941,1886,0,2.23442,0,13,1,2
96081396,76100476,"2018-05-01 00:01:04",3227975250,3495527062,35598,988862761,1754,0,4.80116,0,1,2,2
96081399,76100481,"2018-05-01 00:01:52",1145337708,3227975486,18020,2661767538,5,0,0.105142,0,0,1,NULL
96081400,76100481,"2018-05-01 00:01:52",1145337708,3227975486,18020,2940228076,5,0,0.233746,0,0,2,NULL
96081401,76100481,"2018-05-01 00:01:52",1145337708,3227975486,18020,2918266800,265,0,0.342137,0,2,3,NULL
96081402,76100481,"2018-05-01 00:01:52",3227975486,1145337708,4554,469040400,241,0,2.21308,0,2,4,NULL
96081409,76100490,"2018-05-01 00:01:53",3227975250,3494121765,25058,1458294698,440,0,1.90469,0,2,1,2
96081410,76100490,"2018-05-01 00:01:53",3494121765,3227975250,30714,2115321845,433,0,2.01404,0,46,2,2
96081413,76100492,"2018-05-01 00:01:41",1145337708,3227975486,23954,2672451295,5,0,0.09351,0,0,1,NULL
96081414,76100492,"2018-05-01 00:01:41",1145337708,3227975486,23954,2500422908,5,0,0.191131,0,0,2,NULL
96081415,76100492,"2018-05-01 00:01:41",1145337708,3227975486,23954,2603599562,1477,0,0.300371,0,3,3,NULL
96081416,76100492,"2018-05-01 00:01:41",3227975486,1145337708,13330,268195269,1449,0,1.87473,0,13,4,NULL
96081419,76100495,"2018-05-01 00:02:02",1145337708,3227975487,22704,2999200402,6,0,0.099051,0,0,1,NULL
96081420,76100495,"2018-05-01 00:02:02",1145337708,3227975487,22704,3103321100,5,0,0.29147,0,0,2,NULL
96081421,76100495,"2018-05-01 00:02:02",1145337708,3227975487,22704,2982142164,480,0,0.409498,0,4,3,NULL
96081422,76100495,"2018-05-01 00:02:02",3227975487,1145337708,2478,1883767162,455,0,2.09166,0,3,4,NULL
96081425,76100498,"2018-05-01 00:01:41",1145337708,3227975486,23954,2672451295,4,0,0.092588,0,0,1,NULL
96081426,76100498,"2018-05-01 00:01:41",1145337708,3227975486,23954,2500422908,5,0,0.190093,0,0,2,NULL
96081427,76100498,"2018-05-01 00:01:41",1145337708,3227975486,23954,2603599562,1476,0,0.299541,0,3,3,NULL
96081428,76100498,"2018-05-01 00:01:41",3227975486,1145337708,13330,268195269,1449,0,1.87364,0,13,4,NULL
96081431,76100501,"2018-05-01 00:02:02",1145337708,3227975487,22704,2999200402,5,0,0.09809,0,0,1,NULL
96081432,76100501,"2018-05-01 00:02:02",1145337708,3227975487,22704,3103321100,5,0,0.290553,0,0,2,NULL
96081433,76100501,"2018-05-01 00:02:02",1145337708,3227975487,22704,2982142164,480,0,0.408653,0,0,3,NULL
96081434,76100501,"2018-05-01 00:02:02",3227975487,1145337708,2478,1883767162,455,0,2.09069,0,2,4,NULL
96081437,76100504,"2018-05-01 00:00:27",3227975251,1268628388,10000,3715009475,4554,1,15.3526,9,13,1,2
96081438,76100504,"2018-05-01 00:00:27",1268628388,3227975251,29504,1637633562,3,0,15.4981,9,0,2,NULL
96081439,76100504,"2018-05-01 00:00:27",1268628388,3227975251,29504,1908030902,4542,0,15.6481,9,3,3,2
96081440,76100505,"2018-05-01 00:01:32",1145337701,3227975506,32614,3914537169,2423,0,1.17178,9,4,1,NULL
96081441,76100505,"2018-05-01 00:01:32",3227975506,1145337701,47076,526687308,835,0,1.53798,9,9445,2,NULL
96081442,76100506,"2018-05-01 00:01:35",1145337701,3227975506,21792,4117038968,1393,0,0.088995,0,4,1,NULL
96081443,76100506,"2018-05-01 00:01:35",3227975506,1145337701,36914,4008646351,2129,0,3.93396,0,5,2,NULL
96081444,76100507,"2018-05-01 00:01:24",3227975507,1145337152,40240,1025624516,3289,0,1.45141,9,11,1,NULL
96081445,76100507,"2018-05-01 00:01:24",1145337152,3227975507,25324,1704527585,3283,0,1.49,9,5,2,NULL
96081446,76100508,"2018-05-01 00:01:32",1145337701,3227975506,32614,3914537169,2422,0,1.17176,9,1,1,NULL
96081447,76100508,"2018-05-01 00:01:32",3227975506,1145337701,47076,526687308,834,0,1.53796,9,9445,2,NULL
96081448,76100509,"2018-05-01 00:01:35",1145337701,3227975506,21792,4117038968,1390,0,0.087458,0,1,1,NULL
96081449,76100509,"2018-05-01 00:01:35",3227975506,1145337701,36914,4008646351,2129,0,3.93251,0,3,2,NULL
96081450,76100510,"2018-05-01 00:01:24",3227975507,1145337152,40240,1025624516,3289,0,1.45138,9,9,1,NULL
96081451,76100510,"2018-05-01 00:01:24",1145337152,3227975507,25324,1704527585,3282,0,1.49004,9,1,2,NULL
96081452,76100512,"2018-05-01 00:01:48",3495526934,3227975251,20622,1380530611,1666,0,1.73958,0,29,1,2
96081453,76100512,"2018-05-01 00:01:48",3227975251,3495526934,6540,2532465476,1658,0,1.79786,0,16,2,2
96081454,76100513,"2018-05-01 00:01:49",3227975251,2731908580,14172,4250165590,1665,0,0.102781,0,12,1,2
96081455,76100513,"2018-05-01 00:01:49",2731908580,3227975251,28076,994170503,1664,0,0.104636,0,17,2,2
96081456,76100514,"2018-05-01 00:01:57",3227975250,3495526932,15300,1462315470,791,0,0.860708,0,3,1,2
96081457,76100514,"2018-05-01 00:01:57",3495526932,3227975250,17786,2058562734,789,0,0.906299,0,2,2,2
96081458,76100515,"2018-05-01 00:01:04",3227975486,1145337708,18784,1191038784,5062,2,2.33115,0,25,1,NULL
96081459,76100515,"2018-05-01 00:01:04",1145337708,3227975486,17918,1635198951,5135,0,2.35104,0,6,2,NULL
96081460,76100516,"2018-05-01 00:01:04",3227975486,1145337708,18784,1191038784,5064,0,2.33119,0,25,1,NULL
96081461,76100516,"2018-05-01 00:01:04",1145337708,3227975486,17918,1635198951,5134,0,2.35108,0,1,2,NULL
96081462,76100518,"2018-05-01 00:01:41",1145337708,3227975486,23174,2452289229,3350,0,0.106305,0,1,1,NULL
96081463,76100518,"2018-05-01 00:01:41",3227975486,1145337708,15638,470496581,3322,0,1.35373,0,4,2,NULL
96081464,76100520,"2018-05-01 00:01:41",1145337708,3227975486,23174,2452289229,3352,0,0.107339,0,5,1,NULL
96081465,76100520,"2018-05-01 00:01:41",3227975486,1145337708,15638,470496581,3322,0,1.35475,0,4,2,NULL
96081466,76100521,"2018-05-01 00:02:23",3227975250,1168009517,16510,1462315496,168,0,2.69099,9,1,1,2
96081467,76100521,"2018-05-01 00:02:23",1168009517,3227975250,30928,2134818674,153,0,2.99105,9,4,2,2
96081468,76100522,"2018-05-01 00:02:25",3495527062,3227975250,27494,810443125,177,0,1.30416,0,1,1,2
96081469,76100522,"2018-05-01 00:02:25",3227975250,3495527062,35846,1192981049,153,0,1.69298,0,1,2,2
96081470,76100532,"2018-05-01 00:02:29",1823229904,3227975250,18438,2654891185,638,0,5.63693,0,12,1,2
96081471,76100532,"2018-05-01 00:02:29",3227975250,1823229904,16390,1325649598,629,0,5.65001,0,13,2,2
96081472,76100533,"2018-05-01 00:01:20",3227975251,1268497742,10000,2541016537,3377,0,3.16386,0,103,1,2
96081473,76100533,"2018-05-01 00:01:20",1268497742,3227975251,19128,1730172592,3370,0,3.34981,0,11,2,2
96081474,76100535,"2018-05-01 00:01:22",3495526932,3227975251,30220,1795110550,5076,0,1.65445,0,39,1,2
96081475,76100535,"2018-05-01 00:01:22",3227975251,3495526932,7250,3040401626,5050,0,1.98681,0,136,2,2
96081476,76100537,"2018-05-01 00:02:28",3227975506,3330677851,12334,526687364,2411,0,1.29973,9,25,1,NULL
96081477,76100537,"2018-05-01 00:02:28",3330677851,3227975506,31172,88174050,2442,0,1.3902,9,4,2,NULL
96081478,76100539,"2018-05-01 00:02:28",3227975506,3330677851,12334,526687364,2411,0,1.29976,9,25,1,NULL
96081479,76100539,"2018-05-01 00:02:28",3330677851,3227975506,31172,88174050,2442,0,1.39021,9,1,2,NULL
96081482,76100542,"2018-05-01 00:00:11",3495527062,3227975250,25964,1520184822,9340,0,1.22162,0,43,1,2
96081483,76100542,"2018-05-01 00:00:11",3227975250,3495527062,33206,1897425283,9325,0,1.3734,0,12,2,2
96081484,76100543,"2018-05-01 00:00:10",3227975250,1614226523,2262,1463087538,9333,0,2.4315,333,3,1,2
96081485,76100543,"2018-05-01 00:00:10",1614226523,3227975250,31106,2449093613,9329,0,2.50669,333,43,2,2
96081490,76100546,"2018-05-01 00:02:50",1145337708,3227975486,31406,4281926714,3,0,0.099722,0,0,1,NULL
96081491,76100546,"2018-05-01 00:02:50",1145337708,3227975486,31406,88634934,5,0,0.166307,0,0,2,NULL
96081492,76100546,"2018-05-01 00:02:50",1145337708,3227975486,31406,4162235816,1643,0,0.278135,0,1,3,NULL
96081493,76100546,"2018-05-01 00:02:50",3227975486,1145337708,3488,1562521754,1618,0,1.67318,0,13,4,NULL
96081494,76100552,"2018-05-01 00:02:50",1145337708,3227975486,31406,4281926714,4,0,0.100611,0,0,1,NULL
96081495,76100552,"2018-05-01 00:02:50",1145337708,3227975486,31406,88634934,5,0,0.167038,0,0,2,NULL
96081496,76100552,"2018-05-01 00:02:50",1145337708,3227975486,31406,4162235816,1642,1,0.279175,0,4,3,NULL
96081497,76100552,"2018-05-01 00:02:50",3227975486,1145337708,3488,1562521754,1618,0,1.67394,0,13,4,NULL
96081502,76100557,"2018-05-01 00:02:56",3495526934,3227975250,29054,1239318186,901,0,0.829282,0,32,1,2
96081505,76100561,"2018-05-01 00:03:03",3495527062,3227975251,26862,1820610083,1467,0,1.3263,0,44,1,2
96081506,76100561,"2018-05-01 00:03:03",3227975251,3495527062,33774,3715525215,1448,0,1.533,0,2,2,2
96081507,76100562,"2018-05-01 00:03:20",3227975251,1168009517,16512,2541016656,143,0,2.73096,9,6,1,2
96081508,76100562,"2018-05-01 00:03:20",1168009517,3227975251,27972,2539449547,130,0,2.99182,9,7,2,2
96081509,76100563,"2018-05-01 00:03:21",3495527062,3227975251,29544,342383776,151,0,1.40519,0,1,1,2
96081510,76100563,"2018-05-01 00:03:21",3227975251,3495527062,34940,2975628610,130,0,1.71452,0,5,2,2
96081511,76100564,"2018-05-01 00:03:00",3227975251,1653563098,2266,2532465549,16,0,3.82224,333,0,1,NULL
96081512,76100564,"2018-05-01 00:03:00",1653563098,3227975251,23278,1989116399,1454,0,3.9244,333,27,2,2
96081513,76100564,"2018-05-01 00:03:00",3227975251,1653563098,15294,2532465549,1441,0,4.16215,333,7,3,2
96081514,76100567,"2018-05-01 00:02:07",3640363090,3227975251,30912,984407532,4888,1,3.20087,0,9,1,2
96081515,76100567,"2018-05-01 00:02:07",3227975251,3640363090,16456,2534824168,4884,0,3.2238,0,5,2,2
96081516,76100568,"2018-05-01 00:02:09",3495527062,3227975251,31832,749227466,4890,0,1.19027,0,44,1,2
96081517,76100568,"2018-05-01 00:02:09",3227975251,3495527062,36192,2840104122,4884,0,1.2315,0,4,2,2
96081522,76100571,"2018-05-01 00:03:35",3227975250,843371666,18520,1458486736,19,0,3.3883,9,1,1,NULL
96081523,76100571,"2018-05-01 00:03:35",843371666,3227975250,27184,2657252861,907,0,3.54351,9,82,2,2
96081524,76100571,"2018-05-01 00:03:35",3227975250,843371666,43918,1458486736,895,0,3.76831,9,4,3,2
96081525,76100574,"2018-05-01 00:03:46",3227975251,3495526932,16710,2541016683,1091,0,1.54315,0,13,1,2
96081526,76100574,"2018-05-01 00:03:46",3495526932,3227975251,32632,15939887,1092,0,1.59269,0,9,2,2
96081527,76100576,"2018-05-01 00:03:25",3227975250,1268498338,16444,1465686453,2410,0,2.03084,9,15,1,2
96081528,76100576,"2018-05-01 00:03:25",1268498338,3227975250,16500,2529477804,2412,0,2.12701,9,7,2,2
96081529,76100577,"2018-05-01 00:02:45",3227975250,3495526934,6230,1462315517,4529,0,4.0707,0,50,1,2
96081530,76100577,"2018-05-01 00:02:45",3495526934,3227975250,21054,1542405753,4478,1,4.12942,0,41,2,2
96081531,76100578,"2018-05-01 00:01:57",3227975251,3495527062,34116,2536397038,7915,0,1.96894,0,53,1,2
96081532,76100578,"2018-05-01 00:01:57",3495527062,3227975251,29360,1794641378,7943,0,2.09161,0,26,2,2
96081533,76100579,"2018-05-01 00:03:23",3227975486,1145337708,14980,1191466699,3860,0,1.86784,0,21,1,NULL
96081534,76100579,"2018-05-01 00:03:23",1145337708,3227975486,27048,769640384,3988,0,1.89084,0,1,2,NULL
96081535,76100580,"2018-05-01 00:04:22",1145337708,3227975486,22842,2309096813,1107,0,0.105018,0,1,1,NULL
96081536,76100580,"2018-05-01 00:04:22",3227975486,1145337708,14056,536687814,1079,0,1.60034,0,4,2,NULL
96081537,76100581,"2018-05-01 00:03:23",3227975486,1145337708,14980,1191466699,3860,0,1.86759,0,21,1,NULL
96081538,76100581,"2018-05-01 00:03:23",1145337708,3227975486,27048,769640384,3988,1,1.89057,0,5,2,NULL
96081539,76100582,"2018-05-01 00:04:22",1145337708,3227975486,22842,2309096813,1108,0,0.105775,0,5,1,NULL
96081540,76100582,"2018-05-01 00:04:22",3227975486,1145337708,14056,536687814,1079,0,1.60128,0,4,2,NULL
96081541,76100583,"2018-05-01 00:02:49",3227975250,1823229904,16454,1326078177,5630,0,7.44727,0,13,1,2
96081542,76100583,"2018-05-01 00:02:49",1823229904,3227975250,28090,2065590016,5637,0,7.50067,0,4,2,2
96081543,76100584,"2018-05-01 00:03:43",3429196867,3227975251,21350,1852071916,2954,0,1.59268,0,3,1,2
96081544,76100584,"2018-05-01 00:03:43",3227975251,3429196867,7650,3715541671,2933,0,1.83689,0,13,2,2
96081545,76100585,"2018-05-01 00:03:41",3227975251,3330677851,12756,2536871558,2941,0,3.30205,9,4,1,2
96081546,76100585,"2018-05-01 00:03:41",3330677851,3227975251,31750,3989914888,2940,1,3.39196,9,20,2,2
96081547,76100588,"2018-05-01 00:04:10",3631984748,3227975506,27384,1111909540,2370,0,1.4391,0,1,1,NULL
96081548,76100588,"2018-05-01 00:04:10",3227975506,3631984748,9070,526687466,2196,0,4.8214,0,3,2,NULL
96081549,76100589,"2018-05-01 00:04:13",1816071814,3227975506,28556,1055143111,2204,0,2.06409,0,3,1,NULL
96081550,76100589,"2018-05-01 00:04:13",3227975506,1816071814,7010,3378294717,1853,0,9.02604,0,3,2,NULL
96081551,76100595,"2018-05-01 00:04:10",3631984748,3227975506,27384,1111909540,2371,1,1.43905,0,4,1,NULL
96081552,76100595,"2018-05-01 00:04:10",3227975506,3631984748,9070,526687466,2196,0,4.82127,0,4,2,NULL
96081553,76100596,"2018-05-01 00:04:13",1816071814,3227975506,28556,1055143111,2205,1,2.06509,0,6,1,NULL
96081554,76100596,"2018-05-01 00:04:13",3227975506,1816071814,7010,3378294717,1853,0,9.02705,0,5,2,NULL
96081563,76100607,"2018-05-01 00:05:11",3227975251,3495527062,33990,2536397231,859,0,1.09991,0,1,1,2
96081564,76100607,"2018-05-01 00:05:11",3495527062,3227975251,29682,1106731001,863,0,1.24123,0,11,2,2
96081565,76100608,"2018-05-01 00:05:17",1176778026,3227975251,29538,796676179,124,0,9.90222,0,19,1,2
96081566,76100608,"2018-05-01 00:05:17",3227975251,1176778026,16482,2772524032,123,0,9.91791,0,0,2,2
96081567,76100609,"2018-05-01 00:04:54",3227975251,3495526934,13090,2536871631,1933,0,1.5655,0,6,1,2
96081568,76100609,"2018-05-01 00:04:54",3495526934,3227975251,31874,480930607,1931,1,1.61643,0,6,2,2
96081569,76100612,"2018-05-01 00:04:11",3227975250,1823229904,16434,1462600227,4314,0,1.42485,9,3,1,2
96081570,76100612,"2018-05-01 00:04:11",1823229904,3227975250,29856,1999584567,4312,1,1.54081,9,5,2,2
96081571,76100613,"2018-05-01 00:05:19",1268498338,3227975250,31374,3773388712,132,0,2.66703,9,6,1,2
96081572,76100613,"2018-05-01 00:05:19",3227975250,1268498338,16446,1465472744,124,0,2.70316,9,12,2,2
96081573,76100615,"2018-05-01 00:05:21",3494121763,3227975250,18956,322645806,132,0,1.02928,0,55,1,2
96081574,76100615,"2018-05-01 00:05:21",3227975250,3494121763,22142,2236786825,126,0,1.0501,0,1,2,2
96081575,76100616,"2018-05-01 00:04:12",1823229904,3227975250,25736,3189558812,4205,0,2.40687,0,5,1,2
96081576,76100616,"2018-05-01 00:04:12",3227975250,1823229904,16384,3041374309,4198,0,2.48243,0,3,2,2
96081577,76100618,"2018-05-01 00:04:20",3227975251,1268498338,18144,2541016717,3853,0,3.81257,9,5,1,2
96081578,76100618,"2018-05-01 00:04:20",1268498338,3227975251,28046,4216813529,3857,0,3.87793,9,22,2,2
96081579,76100619,"2018-05-01 00:04:23",3494121765,3227975251,29526,1490242153,3860,0,1.11345,0,63,1,2
96081580,76100619,"2018-05-01 00:04:23",3227975251,3494121765,30438,3111704687,3851,0,1.23126,0,13,2,2
96081581,76100620,"2018-05-01 00:04:37",3227975487,1145337708,16112,3409903333,3118,0,2.34415,0,6,1,NULL
96081582,76100620,"2018-05-01 00:04:37",1145337708,3227975487,21280,2616424452,3124,0,2.37106,0,6,2,NULL
96081583,76100621,"2018-05-01 00:05:00",3341778438,3227975506,27770,2049778305,2289,0,0.583558,0,1,1,NULL
96081584,76100621,"2018-05-01 00:05:00",3227975506,3341778438,50530,3777995468,2030,0,5.64729,0,4,2,NULL
96081585,76100622,"2018-05-01 00:04:19",3227975506,3495526469,25246,522196099,4121,0,1.85365,9,5,1,NULL
96081586,76100622,"2018-05-01 00:04:19",3495526469,3227975506,21518,1908026875,4248,0,1.88824,9,2,2,NULL
96081587,76100623,"2018-05-01 00:05:26",3227975507,1139213648,9462,1025624758,947,0,1.6166,0,2,1,NULL
96081588,76100623,"2018-05-01 00:05:26",1139213648,3227975507,30360,2044037382,999,0,1.71905,0,1,2,NULL
96081589,76100624,"2018-05-01 00:04:37",3227975487,1145337708,16112,3409903333,3118,0,2.34409,0,10,1,NULL
96081590,76100624,"2018-05-01 00:04:37",1145337708,3227975487,21280,2616424452,3125,0,2.371,0,6,2,NULL
96081591,76100625,"2018-05-01 00:04:19",3227975506,3495526469,25246,522196099,4120,1,1.85343,9,4,1,NULL
96081592,76100625,"2018-05-01 00:04:19",3495526469,3227975506,21518,1908026875,4244,4,1.88833,9,4,2,NULL
96081593,76100626,"2018-05-01 00:05:26",3227975507,1139213648,9462,1025624758,947,0,1.61658,0,3,1,NULL
96081594,76100626,"2018-05-01 00:05:26",1139213648,3227975507,30360,2044037382,999,0,1.71895,0,4,2,NULL
96081595,76100627,"2018-05-01 00:05:00",3341778438,3227975506,27770,2049778305,2290,1,0.584765,0,5,1,NULL
96081596,76100627,"2018-05-01 00:05:00",3227975506,3341778438,50530,3777995468,2030,0,5.64854,0,5,2,NULL
96081597,76100632,"2018-05-01 00:06:05",3227975486,1145337708,9968,1191039085,81,0,2.31698,0,4,1,NULL
96081598,76100632,"2018-05-01 00:06:05",1145337708,3227975486,22000,473234399,75,0,2.33109,0,0,2,NULL
96081599,76100638,"2018-05-01 00:06:05",3227975486,1145337708,9968,1191039085,81,0,2.31699,0,4,1,NULL
96081600,76100638,"2018-05-01 00:06:05",1145337708,3227975486,22000,473234399,76,0,2.33119,0,0,2,NULL
96081601,76100645,"2018-05-01 00:05:30",1268498338,3227975251,24418,2549196739,454,0,2.11701,9,2,1,2
96081602,76100645,"2018-05-01 00:05:30",3227975251,1268498338,16448,2537420723,447,0,2.13662,9,13,2,2
96081603,76100646,"2018-05-01 00:05:31",3494121764,3227975251,19728,1838809608,454,0,1.13281,0,49,1,2
96081604,76100646,"2018-05-01 00:05:31",3227975251,3494121764,13226,3404971604,448,0,1.21072,0,1,2,2
96081605,76100648,"2018-05-01 00:05:47",1654599251,1139213648,9462,2132249019,460,0,1.01255,0,1,1,2
