"ID","cdr_ID","calldate","type","pos"
419345308,76101054,"2018-05-01 00:16:44",2,11831808
419345309,76101054,"2018-05-01 00:16:44",2,12390400
419345310,76101054,"2018-05-01 00:16:44",2,13146112
419345311,76101054,"2018-05-01 00:16:44",2,13923328
419345312,76101054,"2018-05-01 00:16:44",3,44032
419345313,76101054,"2018-05-01 00:16:44",3,117760
419345314,76101054,"2018-05-01 00:16:44",3,191488
419345315,76101061,"2018-05-01 00:13:38",2,1532928
419345316,76101061,"2018-05-01 00:13:38",2,3077632
419345317,76101061,"2018-05-01 00:13:38",2,3733504
419345318,76101061,"2018-05-01 00:13:38",2,4916736
419345319,76101061,"2018-05-01 00:13:38",2,5869568
419345320,76101061,"2018-05-01 00:13:38",2,6953984
419345321,76101061,"2018-05-01 00:13:38",2,8399872
419345322,76101061,"2018-05-01 00:13:38",2,9648640
419345323,76101061,"2018-05-01 00:13:38",2,10733056
419345324,76101061,"2018-05-01 00:13:38",2,11751936
419345325,76101061,"2018-05-01 00:13:38",2,12869120
419345326,76101061,"2018-05-01 00:13:38",2,13920768
419345327,76101061,"2018-05-01 00:13:38",2,15432704
419345328,76101061,"2018-05-01 00:13:38",2,16517120
419345329,76101061,"2018-05-01 00:13:38",2,17207296
419345330,76101061,"2018-05-01 00:13:38",2,18620416
419345331,76101061,"2018-05-01 00:13:38",2,20000256
419345332,76101061,"2018-05-01 00:13:38",2,20755968
419345333,76101061,"2018-05-01 00:13:38",2,21649408
419345334,76101061,"2018-05-01 00:13:38",2,22372352
419345335,76101061,"2018-05-01 00:13:38",2,23062528
419345336,76101061,"2018-05-01 00:13:38",2,24015360
419345337,76101061,"2018-05-01 00:13:38",2,24738304
419345338,76101061,"2018-05-01 00:13:38",2,25264128
419345339,76101061,"2018-05-01 00:13:38",2,25987072
419345340,76101061,"2018-05-01 00:13:38",2,27038720
419345341,76101061,"2018-05-01 00:13:38",2,27794432
419345342,76101061,"2018-05-01 00:13:38",2,28353024
419345343,76101061,"2018-05-01 00:13:38",2,29470208
419345344,76101061,"2018-05-01 00:13:38",2,30455808
419345345,76101061,"2018-05-01 00:13:38",2,31244288
419345346,76101061,"2018-05-01 00:13:38",2,31770112
419345347,76101061,"2018-05-01 00:13:38",2,32493056
419345348,76101061,"2018-05-01 00:13:38",2,33248768
419345349,76101061,"2018-05-01 00:13:38",2,33971712
419345350,76101061,"2018-05-01 00:13:38",2,35023360
419345351,76101061,"2018-05-01 00:13:38",3,184832
419345352,76101061,"2018-05-01 00:13:38",3,263680
419345662,76101064,"2018-05-01 00:13:58",2,3897856
419345663,76101064,"2018-05-01 00:13:58",2,4555264
419345664,76101064,"2018-05-01 00:13:58",2,5705216
419345665,76101064,"2018-05-01 00:13:58",2,6789632
419345666,76101064,"2018-05-01 00:13:58",2,7644160
419345667,76101064,"2018-05-01 00:13:58",2,8958464
419345668,76101064,"2018-05-01 00:13:58",2,9845760
419345669,76101064,"2018-05-01 00:13:58",2,10897408
419345670,76101064,"2018-05-01 00:13:58",2,12507648
419345671,76101064,"2018-05-01 00:13:58",2,13723648
419345672,76101064,"2018-05-01 00:13:58",2,14775296
419345673,76101064,"2018-05-01 00:13:58",2,15991296
419345674,76101064,"2018-05-01 00:13:58",2,17042944
419345675,76101064,"2018-05-01 00:13:58",2,18127360
419345676,76101064,"2018-05-01 00:13:58",2,19244544
419345677,76101064,"2018-05-01 00:13:58",2,20394496
419345678,76101064,"2018-05-01 00:13:58",2,21320704
419345679,76101064,"2018-05-01 00:13:58",2,21813760
419345680,76101064,"2018-05-01 00:13:58",2,22536704
419345681,76101064,"2018-05-01 00:13:58",2,23456768
419345682,76101064,"2018-05-01 00:13:58",2,24212480
419345683,76101064,"2018-05-01 00:13:58",2,24902656
419345684,76101064,"2018-05-01 00:13:58",2,25428480
419345685,76101064,"2018-05-01 00:13:58",2,26151424
419345686,76101064,"2018-05-01 00:13:58",2,26677248
419345687,76101064,"2018-05-01 00:13:58",2,27597312
419345688,76101064,"2018-05-01 00:13:58",2,28517376
419345689,76101064,"2018-05-01 00:13:58",2,29108736
419345690,76101064,"2018-05-01 00:13:58",2,29864448
419345691,76101064,"2018-05-01 00:13:58",2,31047168
419345692,76101064,"2018-05-01 00:13:58",2,31934464
419345693,76101064,"2018-05-01 00:13:58",2,32657408
419345694,76101064,"2018-05-01 00:13:58",2,33445888
419345695,76101064,"2018-05-01 00:13:58",2,34136064
419345696,76101064,"2018-05-01 00:13:58",2,35084288
419345697,76101064,"2018-05-01 00:13:58",3,341504
419345698,76101064,"2018-05-01 00:13:58",3,415232
419345699,76101065,"2018-05-01 00:18:42",2,2106880
419345700,76101065,"2018-05-01 00:18:42",2,2829824
419345701,76101065,"2018-05-01 00:18:42",2,3585536
419345702,76101065,"2018-05-01 00:18:42",2,4024320
419345703,76101065,"2018-05-01 00:18:42",2,4418560
419345704,76101065,"2018-05-01 00:18:42",2,4780032
419345705,76101065,"2018-05-01 00:18:42",2,5338624
419345706,76101065,"2018-05-01 00:18:42",2,5639680
419345707,76101065,"2018-05-01 00:18:42",3,97280
419345708,76101065,"2018-05-01 00:18:42",3,111616
419345709,76101066,"2018-05-01 00:18:41",2,1480704
419345710,76101066,"2018-05-01 00:18:41",2,2632704
419345711,76101066,"2018-05-01 00:18:41",2,3388416
419345712,76101066,"2018-05-01 00:18:41",2,3749888
419345713,76101066,"2018-05-01 00:18:41",2,4254208
419345714,76101066,"2018-05-01 00:18:41",2,4582912
419345715,76101066,"2018-05-01 00:18:41",2,4977152
419345716,76101066,"2018-05-01 00:18:41",2,5174272
419345717,76101066,"2018-05-01 00:18:41",2,5535744
419345718,76101066,"2018-05-01 00:18:41",3,66560
419345719,76101066,"2018-05-01 00:18:41",3,81920
419345720,76101073,"2018-05-01 00:16:48",2,1670144
419345721,76101073,"2018-05-01 00:16:48",2,2458624
419345722,76101073,"2018-05-01 00:16:48",2,3352576
419345723,76101073,"2018-05-01 00:16:48",2,4042752
419345724,76101073,"2018-05-01 00:16:48",2,4798464
419345725,76101073,"2018-05-01 00:16:48",2,5455872
419345726,76101073,"2018-05-01 00:16:48",2,6113280
419345727,76101073,"2018-05-01 00:16:48",2,6935040
419345728,76101073,"2018-05-01 00:16:48",2,7625216
419345729,76101073,"2018-05-01 00:16:48",2,8315392
419345730,76101073,"2018-05-01 00:16:48",2,8841216
419345731,76101073,"2018-05-01 00:16:48",2,9334272
419345732,76101073,"2018-05-01 00:16:48",2,10221568
419345733,76101073,"2018-05-01 00:16:48",2,10780160
419345734,76101073,"2018-05-01 00:16:48",2,11667456
419345735,76101073,"2018-05-01 00:16:48",2,12554752
419345736,76101073,"2018-05-01 00:16:48",2,13310464
419345737,76101073,"2018-05-01 00:16:48",2,13671936
419345738,76101073,"2018-05-01 00:16:48",2,14149120
419345739,76101073,"2018-05-01 00:16:48",2,14510592
419345740,76101073,"2018-05-01 00:16:48",2,14907392
419345741,76101073,"2018-05-01 00:16:48",3,237568
419345742,76101073,"2018-05-01 00:16:48",3,282624
419345743,76101074,"2018-05-01 00:16:49",2,1473024
419345744,76101074,"2018-05-01 00:16:49",2,2951680
419345745,76101074,"2018-05-01 00:16:49",2,3714048
419345746,76101074,"2018-05-01 00:16:49",2,4404224
419345747,76101074,"2018-05-01 00:16:49",2,5127168
419345748,76101074,"2018-05-01 00:16:49",2,5784576
419345749,76101074,"2018-05-01 00:16:49",2,6441984
419345750,76101074,"2018-05-01 00:16:49",2,7296512
419345751,76101074,"2018-05-01 00:16:49",2,8118272
419345752,76101074,"2018-05-01 00:16:49",2,9005568
419345753,76101074,"2018-05-01 00:16:49",2,9695744
419345754,76101074,"2018-05-01 00:16:49",2,10385920
419345755,76101074,"2018-05-01 00:16:49",2,11305984
419345756,76101074,"2018-05-01 00:16:49",2,12028928
419345757,76101074,"2018-05-01 00:16:49",2,12948992
419345758,76101074,"2018-05-01 00:16:49",2,13474816
419345759,76101074,"2018-05-01 00:16:49",2,13984768
419345760,76101074,"2018-05-01 00:16:49",2,14313472
419345761,76101074,"2018-05-01 00:16:49",2,14707712
419345762,76101074,"2018-05-01 00:16:49",2,14872064
419345763,76101074,"2018-05-01 00:16:49",3,192512
419345764,76101074,"2018-05-01 00:16:49",3,327680
419345765,76101075,"2018-05-01 00:19:56",2,2976768
419345766,76101075,"2018-05-01 00:19:56",2,3529216
419345767,76101075,"2018-05-01 00:19:56",3,27648
419345768,76101075,"2018-05-01 00:19:56",3,34304
419345769,76101076,"2018-05-01 00:20:00",2,722944
419345770,76101076,"2018-05-01 00:20:00",3,0
419345771,76101077,"2018-05-01 00:19:48",2,1859584
419345772,76101077,"2018-05-01 00:19:48",2,2418176
419345773,76101077,"2018-05-01 00:19:48",2,3305472
419345774,76101077,"2018-05-01 00:19:48",3,40960
419345775,76101077,"2018-05-01 00:19:48",3,48128
419345776,76101078,"2018-05-01 00:19:46",2,1629696
419345777,76101078,"2018-05-01 00:19:46",2,2221056
419345778,76101078,"2018-05-01 00:19:46",2,2779648
419345779,76101078,"2018-05-01 00:19:46",2,3464704
419345780,76101078,"2018-05-01 00:19:46",3,55296
419345781,76101078,"2018-05-01 00:19:46",3,56320
419345782,76101078,"2018-05-01 00:19:46",3,63488
419345783,76101082,"2018-05-01 00:20:21",2,0
419345784,76101082,"2018-05-01 00:20:21",2,361472
419345785,76101082,"2018-05-01 00:20:21",2,755712
419345786,76101082,"2018-05-01 00:20:21",2,1161728
419345787,76101083,"2018-05-01 00:20:21",2,164352
419345788,76101083,"2018-05-01 00:20:21",2,558592
419345789,76101083,"2018-05-01 00:20:21",2,952832
419345790,76101083,"2018-05-01 00:20:21",2,1117184
419345791,76101084,"2018-05-01 00:19:08",2,0
419345792,76101084,"2018-05-01 00:19:08",2,197120
419345793,76101084,"2018-05-01 00:19:08",2,361472
419345794,76101084,"2018-05-01 00:19:08",2,636928
419345795,76101084,"2018-05-01 00:19:08",2,801280
419345796,76101084,"2018-05-01 00:19:08",2,965632
419345797,76101084,"2018-05-01 00:19:08",2,1129984
419345798,76101084,"2018-05-01 00:19:08",2,1294336
419345799,76101084,"2018-05-01 00:19:08",2,1623040
419345800,76101084,"2018-05-01 00:19:08",2,1951744
419345801,76101084,"2018-05-01 00:19:08",2,2116096
419345802,76101084,"2018-05-01 00:19:08",2,2280448
419345803,76101088,"2018-05-01 00:19:02",2,0
419345804,76101088,"2018-05-01 00:19:02",2,328704
419345805,76101088,"2018-05-01 00:19:02",2,657408
419345806,76101088,"2018-05-01 00:19:02",2,986112
419345807,76101088,"2018-05-01 00:19:02",2,1432576
419345808,76101088,"2018-05-01 00:19:02",2,2023936
419345809,76101088,"2018-05-01 00:19:02",2,2582528
419345810,76101088,"2018-05-01 00:19:02",2,3141120
419345811,76101088,"2018-05-01 00:19:02",2,3701760
419345812,76101088,"2018-05-01 00:19:02",2,3898880
419345813,76101088,"2018-05-01 00:19:02",2,4096000
419345814,76101088,"2018-05-01 00:19:02",3,70656
419345815,76101088,"2018-05-01 00:19:02",3,93696
419345816,76101089,"2018-05-01 00:20:43",2,1351680
419345817,76101090,"2018-05-01 00:20:42",2,1373696
419345818,76101095,"2018-05-01 00:20:22",2,796672
419345819,76101095,"2018-05-01 00:20:22",2,1486848
419345820,76101095,"2018-05-01 00:20:22",2,2406912
419345821,76101095,"2018-05-01 00:20:22",2,3918336
419345822,76101095,"2018-05-01 00:20:22",2,5232640
419345823,76101095,"2018-05-01 00:20:22",2,6546944
419345824,76101095,"2018-05-01 00:20:22",2,7795712
419345825,76101095,"2018-05-01 00:20:22",2,9438720
419345826,76101095,"2018-05-01 00:20:22",3,4608
419345827,76101095,"2018-05-01 00:20:22",3,19968
419345828,76101099,"2018-05-01 00:20:33",2,2801152
419345829,76101099,"2018-05-01 00:20:33",2,3753984
419345830,76101099,"2018-05-01 00:20:33",2,5068288
419345831,76101099,"2018-05-01 00:20:33",2,6382592
419345832,76101099,"2018-05-01 00:20:33",2,7631360
419345833,76101099,"2018-05-01 00:20:33",2,8880128
419345834,76101099,"2018-05-01 00:20:33",2,10018816
419345835,76101099,"2018-05-01 00:20:33",2,10544640
419345836,76101099,"2018-05-01 00:20:33",3,34816
419345837,76101099,"2018-05-01 00:20:33",3,51200
419345838,76101100,"2018-05-01 00:15:50",2,2189312
419345839,76101100,"2018-05-01 00:15:50",2,3229696
419345840,76101100,"2018-05-01 00:15:50",2,4117504
419345841,76101100,"2018-05-01 00:15:50",2,4945408
419345842,76101100,"2018-05-01 00:15:50",2,5471232
419345843,76101100,"2018-05-01 00:15:50",2,6029824
419345844,76101100,"2018-05-01 00:15:50",2,6588416
419345845,76101100,"2018-05-01 00:15:50",2,6949888
419345846,76101100,"2018-05-01 00:15:50",2,7559680
419345847,76101100,"2018-05-01 00:15:50",2,7921152
419345848,76101100,"2018-05-01 00:15:50",2,8249856
419345849,76101100,"2018-05-01 00:15:50",2,8611328
419345850,76101100,"2018-05-01 00:15:50",2,8808448
419345851,76101100,"2018-05-01 00:15:50",2,9202688
419345852,76101100,"2018-05-01 00:15:50",2,9564160
419345853,76101100,"2018-05-01 00:15:50",2,9958400
419345854,76101100,"2018-05-01 00:15:50",2,10319872
419345855,76101100,"2018-05-01 00:15:50",2,10516992
419345856,76101100,"2018-05-01 00:15:50",2,10911232
419345857,76101100,"2018-05-01 00:15:50",2,11272704
419345858,76101100,"2018-05-01 00:15:50",2,11634176
419345859,76101100,"2018-05-01 00:15:50",2,11831296
419345860,76101100,"2018-05-01 00:15:50",2,12160000
419345861,76101100,"2018-05-01 00:15:50",2,12521472
419345862,76101100,"2018-05-01 00:15:50",2,12915712
419345863,76101100,"2018-05-01 00:15:50",2,13277184
419345864,76101100,"2018-05-01 00:15:50",2,13605888
419345865,76101100,"2018-05-01 00:15:50",2,13803008
419345866,76101100,"2018-05-01 00:15:50",2,14164480
419345867,76101100,"2018-05-01 00:15:50",2,14558720
419345868,76101100,"2018-05-01 00:15:50",2,14920192
419345869,76101100,"2018-05-01 00:15:50",2,15281664
419345870,76101100,"2018-05-01 00:15:50",2,15478784
419345871,76101100,"2018-05-01 00:15:50",2,15807488
419345872,76101100,"2018-05-01 00:15:50",2,16201728
419345873,76101100,"2018-05-01 00:15:50",2,16595968
419345874,76101100,"2018-05-01 00:15:50",2,16793088
419345875,76101100,"2018-05-01 00:15:50",2,17187328
419345876,76101100,"2018-05-01 00:15:50",2,17516032
419345877,76101100,"2018-05-01 00:15:50",2,17713152
419345878,76101100,"2018-05-01 00:15:50",2,18074624
419345879,76101100,"2018-05-01 00:15:50",2,18456576
419345880,76101100,"2018-05-01 00:15:50",3,219648
419345881,76101100,"2018-05-01 00:15:50",3,297472
419345882,76101101,"2018-05-01 00:15:52",2,2703872
419345883,76101101,"2018-05-01 00:15:52",2,3953152
419345884,76101101,"2018-05-01 00:15:52",2,4781056
419345885,76101101,"2018-05-01 00:15:52",2,5668352
419345886,76101101,"2018-05-01 00:15:52",2,6424064
419345887,76101101,"2018-05-01 00:15:52",2,6785536
419345888,76101101,"2018-05-01 00:15:52",2,7395328
419345889,76101101,"2018-05-01 00:15:52",2,7756800
419345890,76101101,"2018-05-01 00:15:52",2,8085504
419345891,76101101,"2018-05-01 00:15:52",2,8446976
419345892,76101101,"2018-05-01 00:15:52",2,9005568
419345893,76101101,"2018-05-01 00:15:52",2,9399808
419345894,76101101,"2018-05-01 00:15:52",2,9761280
419345895,76101101,"2018-05-01 00:15:52",2,10155520
419345896,76101101,"2018-05-01 00:15:52",2,10714112
419345897,76101101,"2018-05-01 00:15:52",2,11108352
419345898,76101101,"2018-05-01 00:15:52",2,11437056
419345899,76101101,"2018-05-01 00:15:52",2,11995648
419345900,76101101,"2018-05-01 00:15:52",2,12357120
419345901,76101101,"2018-05-01 00:15:52",2,12718592
419345902,76101101,"2018-05-01 00:15:52",2,13112832
419345903,76101101,"2018-05-01 00:15:52",2,13441536
419345904,76101101,"2018-05-01 00:15:52",2,14000128
419345905,76101101,"2018-05-01 00:15:52",2,14361600
419345906,76101101,"2018-05-01 00:15:52",2,14755840
419345907,76101101,"2018-05-01 00:15:52",2,15117312
419345908,76101101,"2018-05-01 00:15:52",2,15643136
419345909,76101101,"2018-05-01 00:15:52",2,16004608
419345910,76101101,"2018-05-01 00:15:52",2,16398848
419345911,76101101,"2018-05-01 00:15:52",2,16990208
419345912,76101101,"2018-05-01 00:15:52",2,17351680
419345913,76101101,"2018-05-01 00:15:52",2,17910272
419345914,76101101,"2018-05-01 00:15:52",2,18271744
419345915,76101101,"2018-05-01 00:15:52",3,141824
419345916,76101101,"2018-05-01 00:15:52",3,375296
419345917,76101108,"2018-05-01 00:21:48",2,361472
419345918,76101108,"2018-05-01 00:21:48",2,1018880
419345919,76101108,"2018-05-01 00:21:48",2,2027520
419345920,76101108,"2018-05-01 00:21:48",3,0
419345921,76101108,"2018-05-01 00:21:48",3,4608
419345922,76101109,"2018-05-01 00:20:09",2,164352
419345923,76101109,"2018-05-01 00:20:09",2,525824
419345924,76101109,"2018-05-01 00:20:09",2,1158144
419345925,76101109,"2018-05-01 00:20:09",2,2012672
419345926,76101109,"2018-05-01 00:20:09",2,3162624
419345927,76101109,"2018-05-01 00:20:09",2,4476928
419345928,76101109,"2018-05-01 00:20:09",2,5988352
419345929,76101109,"2018-05-01 00:20:09",2,7237120
419345930,76101109,"2018-05-01 00:20:09",2,8485888
419345931,76101109,"2018-05-01 00:20:09",2,9657344
419345932,76101109,"2018-05-01 00:20:09",2,10775040
419345933,76101109,"2018-05-01 00:20:09",2,11727872
419345934,76101109,"2018-05-01 00:20:09",2,13173760
419345935,76101109,"2018-05-01 00:20:09",3,67584
419345936,76101109,"2018-05-01 00:20:09",3,145920
419345937,76101110,"2018-05-01 00:21:39",2,525824
419345938,76101110,"2018-05-01 00:21:39",2,1216000
419345939,76101110,"2018-05-01 00:21:39",2,1912320
419345940,76101110,"2018-05-01 00:21:39",3,18432
419345941,76101110,"2018-05-01 00:21:39",3,19456
419345942,76101110,"2018-05-01 00:21:39",3,27648
419345943,76101111,"2018-05-01 00:20:06",2,0
419345944,76101111,"2018-05-01 00:20:06",2,328704
419345945,76101111,"2018-05-01 00:20:06",2,961024
419345946,76101111,"2018-05-01 00:20:06",2,1651200
419345947,76101111,"2018-05-01 00:20:06",2,2571264
419345948,76101111,"2018-05-01 00:20:06",2,3556864
419345949,76101111,"2018-05-01 00:20:06",2,4871168
419345950,76101111,"2018-05-01 00:20:06",2,6185472
419345951,76101111,"2018-05-01 00:20:06",2,7434240
419345952,76101111,"2018-05-01 00:20:06",2,8650240
419345953,76101111,"2018-05-01 00:20:06",2,9821696
419345954,76101111,"2018-05-01 00:20:06",2,10972160
419345955,76101111,"2018-05-01 00:20:06",2,11892224
419345956,76101111,"2018-05-01 00:20:06",2,13351424
419345957,76101111,"2018-05-01 00:20:06",3,93696
419345958,76101111,"2018-05-01 00:20:06",3,119808
419345959,76101112,"2018-05-01 00:21:19",2,0
419345960,76101112,"2018-05-01 00:21:19",2,1741824
419345961,76101112,"2018-05-01 00:21:19",3,9216
419345962,76101112,"2018-05-01 00:21:19",3,13824
419345963,76101117,"2018-05-01 00:21:42",2,164352
419345964,76101117,"2018-05-01 00:21:42",2,854528
419345965,76101117,"2018-05-01 00:21:42",2,1544704
419345966,76101117,"2018-05-01 00:21:42",2,2410496
419345967,76101117,"2018-05-01 00:21:42",3,35840
419345968,76101117,"2018-05-01 00:21:42",3,44032
419345969,76101118,"2018-05-01 00:22:19",2,3417088
419345970,76101120,"2018-05-01 00:03:43",2,2407424
419345971,76101120,"2018-05-01 00:03:43",2,3426304
419345972,76101120,"2018-05-01 00:03:43",2,4494848
419345973,76101120,"2018-05-01 00:03:43",2,5698560
419345974,76101120,"2018-05-01 00:03:43",2,6289920
419345975,76101120,"2018-05-01 00:03:43",2,6969856
419345976,76101120,"2018-05-01 00:03:43",2,7364096
419345977,76101120,"2018-05-01 00:03:43",2,7692800
419345978,76101120,"2018-05-01 00:03:43",2,8021504
419345979,76101120,"2018-05-01 00:03:43",2,8415744
419345980,76101120,"2018-05-01 00:03:43",2,8777216
419345981,76101120,"2018-05-01 00:03:43",2,9171456
419345982,76101120,"2018-05-01 00:03:43",2,9730048
419345983,76101120,"2018-05-01 00:03:43",2,10124288
419345984,76101120,"2018-05-01 00:03:43",2,10518528
419345985,76101120,"2018-05-01 00:03:43",2,10880000
419345986,76101120,"2018-05-01 00:03:43",2,11241472
419345987,76101120,"2018-05-01 00:03:43",2,11635712
419345988,76101120,"2018-05-01 00:03:43",2,12029952
419345989,76101120,"2018-05-01 00:03:43",2,12391424
419345990,76101120,"2018-05-01 00:03:43",2,12752896
419345991,76101120,"2018-05-01 00:03:43",2,13114368
419345992,76101120,"2018-05-01 00:03:43",2,13705728
419345993,76101120,"2018-05-01 00:03:43",2,14067200
419345994,76101120,"2018-05-01 00:03:43",2,14428672
419345995,76101120,"2018-05-01 00:03:43",2,14790144
419345996,76101120,"2018-05-01 00:03:43",2,15151616
419345997,76101120,"2018-05-01 00:03:43",2,15545856
419345998,76101120,"2018-05-01 00:03:43",2,15907328
419345999,76101120,"2018-05-01 00:03:43",2,16268800
419346000,76101120,"2018-05-01 00:03:43",2,16597504
419346001,76101120,"2018-05-01 00:03:43",2,17156096
419346002,76101120,"2018-05-01 00:03:43",2,17517568
419346003,76101120,"2018-05-01 00:03:43",2,17879040
419346004,76101120,"2018-05-01 00:03:43",2,18240512
419346005,76101120,"2018-05-01 00:03:43",2,18634752
419346006,76101120,"2018-05-01 00:03:43",2,18996224
419346007,76101120,"2018-05-01 00:03:43",2,19357696
419346008,76101120,"2018-05-01 00:03:43",2,19751936
419346009,76101120,"2018-05-01 00:03:43",2,20113408
419346010,76101120,"2018-05-01 00:03:43",2,20507648
419346011,76101120,"2018-05-01 00:03:43",2,20869120
419346012,76101120,"2018-05-01 00:03:43",2,21230592
419346013,76101120,"2018-05-01 00:03:43",2,21624832
419346014,76101120,"2018-05-01 00:03:43",2,21986304
419346015,76101120,"2018-05-01 00:03:43",2,22347776
419346016,76101120,"2018-05-01 00:03:43",2,22709248
419346017,76101120,"2018-05-01 00:03:43",2,23070720
419346018,76101120,"2018-05-01 00:03:43",2,23399424
419346019,76101120,"2018-05-01 00:03:43",2,23760896
419346020,76101120,"2018-05-01 00:03:43",2,24089600
419346021,76101120,"2018-05-01 00:03:43",2,24451072
419346022,76101120,"2018-05-01 00:03:43",2,24812544
419346023,76101120,"2018-05-01 00:03:43",2,25206784
419346024,76101120,"2018-05-01 00:03:43",2,25732608
419346025,76101120,"2018-05-01 00:03:43",2,26094080
419346026,76101120,"2018-05-01 00:03:43",2,26455552
419346027,76101120,"2018-05-01 00:03:43",2,26817024
419346028,76101120,"2018-05-01 00:03:43",2,27178496
419346029,76101120,"2018-05-01 00:03:43",2,27572736
419346030,76101120,"2018-05-01 00:03:43",2,27901440
419346031,76101120,"2018-05-01 00:03:43",2,28295680
419346032,76101120,"2018-05-01 00:03:43",2,28657152
419346033,76101120,"2018-05-01 00:03:43",2,29018624
419346034,76101120,"2018-05-01 00:03:43",2,29380096
419346035,76101120,"2018-05-01 00:03:43",2,29741568
419346036,76101120,"2018-05-01 00:03:43",2,30365696
419346037,76101120,"2018-05-01 00:03:43",2,30759936
419346038,76101120,"2018-05-01 00:03:43",2,31121408
419346039,76101120,"2018-05-01 00:03:43",2,31482880
419346040,76101120,"2018-05-01 00:03:43",2,31844352
419346041,76101120,"2018-05-01 00:03:43",2,32205824
419346042,76101120,"2018-05-01 00:03:43",2,32567296
419346043,76101120,"2018-05-01 00:03:43",2,32961536
419346044,76101120,"2018-05-01 00:03:43",2,33323008
419346045,76101120,"2018-05-01 00:03:43",2,33684480
419346046,76101120,"2018-05-01 00:03:43",2,34045952
419346047,76101120,"2018-05-01 00:03:43",2,34407424
419346048,76101120,"2018-05-01 00:03:43",2,34801664
419346049,76101120,"2018-05-01 00:03:43",2,35163136
419346050,76101120,"2018-05-01 00:03:43",2,35524608
419346051,76101120,"2018-05-01 00:03:43",2,35886080
419346052,76101120,"2018-05-01 00:03:43",2,36247552
419346053,76101120,"2018-05-01 00:03:43",2,36806144
419346054,76101120,"2018-05-01 00:03:43",2,37167616
419346055,76101120,"2018-05-01 00:03:43",2,37529088
419346056,76101120,"2018-05-01 00:03:43",2,37923328
419346057,76101120,"2018-05-01 00:03:43",2,38284800
419346058,76101120,"2018-05-01 00:03:43",2,38646272
419346059,76101120,"2018-05-01 00:03:43",2,39007744
419346060,76101120,"2018-05-01 00:03:43",2,39369216
419346061,76101120,"2018-05-01 00:03:43",2,39730688
419346062,76101120,"2018-05-01 00:03:43",2,40092160
419346063,76101120,"2018-05-01 00:03:43",2,40486400
419346064,76101120,"2018-05-01 00:03:43",2,40880640
419346065,76101120,"2018-05-01 00:03:43",2,41242112
419346066,76101120,"2018-05-01 00:03:43",2,41603584
419346067,76101120,"2018-05-01 00:03:43",2,41965056
419346068,76101120,"2018-05-01 00:03:43",2,42359296
419346069,76101120,"2018-05-01 00:03:43",2,42720768
419346070,76101120,"2018-05-01 00:03:43",2,43082240
419346071,76101120,"2018-05-01 00:03:43",2,43476480
419346072,76101120,"2018-05-01 00:03:43",2,43837952
419346073,76101120,"2018-05-01 00:03:43",2,44199424
419346074,76101120,"2018-05-01 00:03:43",2,44560896
419346075,76101120,"2018-05-01 00:03:43",2,44955136
419346076,76101120,"2018-05-01 00:03:43",2,45316608
419346077,76101120,"2018-05-01 00:03:43",2,45710848
419346078,76101120,"2018-05-01 00:03:43",2,46072320
419346079,76101120,"2018-05-01 00:03:43",2,46433792
419346080,76101120,"2018-05-01 00:03:43",2,46795264
419346081,76101120,"2018-05-01 00:03:43",2,47321088
419346082,76101120,"2018-05-01 00:03:43",2,47682560
419346083,76101120,"2018-05-01 00:03:43",2,48044032
419346084,76101120,"2018-05-01 00:03:43",2,48405504
419346085,76101120,"2018-05-01 00:03:43",2,48766976
419346086,76101120,"2018-05-01 00:03:43",2,49128448
419346087,76101120,"2018-05-01 00:03:43",2,49522688
419346088,76101120,"2018-05-01 00:03:43",2,49851392
419346089,76101120,"2018-05-01 00:03:43",2,50212864
419346090,76101120,"2018-05-01 00:03:43",2,50574336
419346091,76101120,"2018-05-01 00:03:43",2,50935808
419346092,76101120,"2018-05-01 00:03:43",3,129536
419346093,76101120,"2018-05-01 00:03:43",3,573440
419346094,76101120,"2018-05-01 00:03:43",3,721408
419346095,76101120,"2018-05-01 00:03:43",3,1001472
419346096,76101121,"2018-05-01 00:03:40",2,1914368
419346097,76101121,"2018-05-01 00:03:40",2,3032064
419346098,76101121,"2018-05-01 00:03:40",2,3787776
419346099,76101121,"2018-05-01 00:03:40",2,4659200
419346100,76101121,"2018-05-01 00:03:40",2,5337088
419346101,76101121,"2018-05-01 00:03:40",2,6092800
419346102,76101121,"2018-05-01 00:03:40",2,6454272
419346103,76101121,"2018-05-01 00:03:40",2,7166976
419346104,76101121,"2018-05-01 00:03:40",2,7528448
419346105,76101121,"2018-05-01 00:03:40",2,7857152
419346106,76101121,"2018-05-01 00:03:40",2,8185856
419346107,76101121,"2018-05-01 00:03:40",2,8580096
419346108,76101121,"2018-05-01 00:03:40",2,8974336
419346109,76101121,"2018-05-01 00:03:40",2,9335808
419346110,76101121,"2018-05-01 00:03:40",2,9532928
419346111,76101121,"2018-05-01 00:03:40",2,9927168
419346112,76101121,"2018-05-01 00:03:40",2,10321408
419346113,76101121,"2018-05-01 00:03:40",2,10682880
419346114,76101121,"2018-05-01 00:03:40",2,11044352
419346115,76101121,"2018-05-01 00:03:40",2,11438592
419346116,76101121,"2018-05-01 00:03:40",2,11800064
419346117,76101121,"2018-05-01 00:03:40",2,12194304
419346118,76101121,"2018-05-01 00:03:40",2,12555776
