,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
492639,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 184.145.49.73 is not in the database.,The address 184.145.49.73 is not in the database.,0.0,0.0
492786,The address 209.171.88.39 is not in the database.,The address 209.171.88.39 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
492995,The address 64.231.57.249 is not in the database.,The address 64.231.57.249 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
493060,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 152.188.164.203 is not in the database.,The address 152.188.164.203 is not in the database.,0.0,0.0
493266,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 162.150.16.118 is not in the database.,The address 162.150.16.118 is not in the database.,0.0,0.0
493536,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 205.205.107.8 is not in the database.,The address 205.205.107.8 is not in the database.,0.0,0.0
494007,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 152.184.8.123 is not in the database.,The address 152.184.8.123 is not in the database.,0.0,0.0
494660,The address 4.55.3.66 is not in the database.,The address 4.55.3.66 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
495282,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 76.96.95.196 is not in the database.,The address 76.96.95.196 is not in the database.,0.0,0.0
495588,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 152.188.163.197 is not in the database.,The address 152.188.163.197 is not in the database.,0.0,0.0
497541,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 76.96.95.199 is not in the database.,The address 76.96.95.199 is not in the database.,0.0,0.0
497625,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 76.96.95.198 is not in the database.,The address 76.96.95.198 is not in the database.,0.0,0.0
497632,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.252.200.134 is not in the database.,The address 69.252.200.134 is not in the database.,0.0,0.0
497649,The address 50.249.31.21 is not in the database.,The address 50.249.31.21 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
497860,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 208.93.227.69 is not in the database.,The address 208.93.227.69 is not in the database.,0.0,0.0
497869,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 184.151.222.15 is not in the database.,The address 184.151.222.15 is not in the database.,0.0,0.0
498085,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 76.79.91.84 is not in the database.,The address 76.79.91.84 is not in the database.,0.0,0.0
498090,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 34.195.255.197 is not in the database.,The address 34.195.255.197 is not in the database.,0.0,0.0
498120,The address 24.172.171.10 is not in the database.,The address 24.172.171.10 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
498218,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 34.195.255.108 is not in the database.,The address 34.195.255.108 is not in the database.,0.0,0.0
498605,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 192.99.88.161 is not in the database.,The address 192.99.88.161 is not in the database.,0.0,0.0
499037,The address 199.199.24.5 is not in the database.,The address 199.199.24.5 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
499424,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 34.195.255.127 is not in the database.,The address 34.195.255.127 is not in the database.,0.0,0.0
499895,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 205.205.211.10 is not in the database.,The address 205.205.211.10 is not in the database.,0.0,0.0
499982,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 162.150.22.165 is not in the database.,The address 162.150.22.165 is not in the database.,0.0,0.0
500107,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 192.209.25.229 is not in the database.,The address 192.209.25.229 is not in the database.,0.0,0.0
500794,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 96.53.50.134 is not in the database.,The address 96.53.50.134 is not in the database.,0.0,0.0
500915,The address 208.69.82.69 is not in the database.,The address 208.69.82.69 is not in the database.,0.0,0.0,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0
501394,The address 70.79.170.47 is not in the database.,The address 70.79.170.47 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
501934,The address 23.16.253.205 is not in the database.,The address 23.16.253.205 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
502256,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 24.172.171.10 is not in the database.,The address 24.172.171.10 is not in the database.,0.0,0.0
502747,The address 199.199.11.135 is not in the database.,The address 199.199.11.135 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
503220,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 46.19.209.70 is not in the database.,The address 46.19.209.70 is not in the database.,0.0,0.0
503406,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 23.16.253.205 is not in the database.,The address 23.16.253.205 is not in the database.,0.0,0.0
503447,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 69.252.251.53 is not in the database.,The address 69.252.251.53 is not in the database.,0.0,0.0
503504,The address 23.16.253.205 is not in the database.,The address 23.16.253.205 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
503541,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 198.38.7.39 is not in the database.,The address 198.38.7.39 is not in the database.,0.0,0.0
504244,The address 156.57.79.138 is not in the database.,The address 156.57.79.138 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
504289,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 199.47.48.39 is not in the database.,The address 199.47.48.39 is not in the database.,0.0,0.0
504376,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 69.252.96.117 is not in the database.,The address 69.252.96.117 is not in the database.,0.0,0.0
504493,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 209.171.88.39 is not in the database.,The address 209.171.88.39 is not in the database.,0.0,0.0
504569,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 74.120.95.57 is not in the database.,The address 74.120.95.57 is not in the database.,0.0,0.0
504664,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 69.252.96.116 is not in the database.,The address 69.252.96.116 is not in the database.,0.0,0.0
505917,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 23.16.253.205 is not in the database.,The address 23.16.253.205 is not in the database.,0.0,0.0
506142,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 206.80.250.115 is not in the database.,The address 206.80.250.115 is not in the database.,0.0,0.0
506243,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 152.188.166.204 is not in the database.,The address 152.188.166.204 is not in the database.,0.0,0.0
506547,The address 8.28.0.201 is not in the database.,The address 8.28.0.201 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
506897,The address 98.159.46.82 is not in the database.,The address 98.159.46.82 is not in the database.,0.0,0.0,The address 199.47.50.19 is not in the database.,The address 199.47.50.19 is not in the database.,0.0,0.0
