,ID,calldate,callend,duration,connect_duration,progress_time,first_rtp_time,caller,caller_domain,caller_reverse,callername,callername_reverse,called,called_domain,called_reverse,sipcallerip,sipcallerport,sipcalledip,sipcalledport,whohanged,bye,lastSIPresponse_id,lastSIPresponseNum,sighup,dscp,a_index,b_index,a_payload,b_payload,a_saddr,b_saddr,a_received,b_received,a_lost,b_lost,a_ua_id,b_ua_id,a_avgjitter_mult10,b_avgjitter_mult10,a_maxjitter,b_maxjitter,a_sl1,a_sl2,a_sl3,a_sl4,a_sl5,a_sl6,a_sl7,a_sl8,a_sl9,a_sl10,a_d50,a_d70,a_d90,a_d120,a_d150,a_d200,a_d300,b_sl1,b_sl2,b_sl3,b_sl4,b_sl5,b_sl6,b_sl7,b_sl8,b_sl9,b_sl10,b_d50,b_d70,b_d90,b_d120,b_d150,b_d200,b_d300,a_mos_lqo_mult10,b_mos_lqo_mult10,a_mos_f1_mult10,a_mos_f2_mult10,a_mos_adapt_mult10,b_mos_f1_mult10,b_mos_f2_mult10,b_mos_adapt_mult10,a_rtcp_loss,a_rtcp_maxfr,a_rtcp_avgfr_mult10,a_rtcp_maxjitter,a_rtcp_avgjitter_mult10,b_rtcp_loss,b_rtcp_maxfr,b_rtcp_avgfr_mult10,b_rtcp_maxjitter,b_rtcp_avgjitter_mult10,a_last_rtp_from_end,b_last_rtp_from_end,payload,jitter_mult10,mos_min_mult10,a_mos_min_mult10,b_mos_min_mult10,packet_loss_perc_mult1000,a_packet_loss_perc_mult1000,b_packet_loss_perc_mult1000,delay_sum,a_delay_sum,b_delay_sum,delay_avg_mult100,a_delay_avg_mult100,b_delay_avg_mult100,delay_cnt,a_delay_cnt,b_delay_cnt,rtcp_avgfr_mult10,rtcp_avgjitter_mult10,lost,id_sensor,price_operator_mult100,price_operator_currency_id,price_customer_mult100,price_customer_currency_id,reason_sip_cause,reason_sip_text_id,reason_q850_cause,reason_q850_text_id,caller_silence,called_silence,caller_silence_end,called_silence_end,a_mos_xr_min_mult10,b_mos_xr_min_mult10,a_mos_xr_mult10,b_mos_xr_mult10,response_time_100,response_time_xxx,a_mos_f1_min_mult10,a_mos_f2_min_mult10,a_mos_adapt_min_mult10,b_mos_f1_min_mult10,b_mos_f2_min_mult10,b_mos_adapt_min_mult10,a_rtp_ptime,b_rtp_ptime,flags,ipaddr_caller,ipaddr_called,ipaddr_lat_sip_caller,ipaddr_lat_ip_called,ipaddr_lons_ip_caller,ipaddr_lons_ip_called,caller_city_asn,called_city_asn
2095,76108052,2018-05-01 12:12:10,2018-05-01 12:15:44,214,212.0,0.0,2.0,709687,sanitized,786907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,1654599249,5060,callee,3,1,200,0,0,1.0,0.0,9.0,9.0,3227975507.0,1676539840.0,10592.0,10537.0,0.0,14.0,2.0,3150.0,1.0,56.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,,,45.0,45.0,45.0,44.0,45.0,45.0,,,,,,,,,,,0.0,1.0,9.0,56.0,45.0,45.0,45.0,133.0,0.0,133.0,1035.0,0.0,1035.0,7962.0,0.0,7962.0,13.0,0.0,13.0,,,14.0,802,,,,,,,16.0,21.0,,,,,,,,,8.0,323.0,45.0,45.0,45.0,43.0,45.0,41.0,20.0,20.0,,192.102.255.83,98.159.46.81,43.6319,40.7432,-79.3716,-75.2242,,Easton
2096,76108053,2018-05-01 12:12:10,2018-05-01 12:15:44,214,212.0,0.0,,709687,sanitized,786907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,1676539840,5218,callee,3,1,200,0,33685504,,,,,,,,,,,2.0,3150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255.0,,255.0,,,16.0,21.0,,,,,,,,,1.0,315.0,,,,,,,,,,192.102.255.83,99.237.247.192,43.6319,47.6333,-79.3716,-52.85,,Portugal Cove
2098,76108057,2018-05-01 12:12:10,2018-05-01 12:15:44,214,212.0,0.0,2.0,709687,sanitized,786907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,1654599249,5060,callee,3,1,200,0,0,1.0,0.0,9.0,9.0,3227975507.0,1676539840.0,10592.0,10537.0,0.0,15.0,2.0,3150.0,1.0,56.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,,,45.0,45.0,45.0,44.0,45.0,45.0,,,,,,,,,,,0.0,1.0,9.0,56.0,45.0,45.0,45.0,142.0,0.0,142.0,975.0,0.0,975.0,8125.0,0.0,8125.0,12.0,0.0,12.0,,,15.0,801,,,,,,,16.0,21.0,,,,,,,,,8.0,323.0,45.0,45.0,45.0,43.0,45.0,41.0,20.0,20.0,,192.102.255.83,98.159.46.81,43.6319,40.7432,-79.3716,-75.2242,,Easton
2100,76106596,2018-05-01 11:55:48,2018-05-01 11:57:46,118,118.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170957,sanitized,759071,3495526702,5060,1654599251,11000,caller,3,1,200,0,33687552,0.0,1.0,0.0,0.0,411685143.0,1654599251.0,5892.0,5649.0,0.0,0.0,,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,65535.0,1.0,0.0,13.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,902,,255.0,,255.0,,,,,,,,,,,,,1.0,26.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,208.89.129.46,98.159.46.83,43.6319,40.7432,-79.3716,-75.2242,,Easton
2101,76106602,2018-05-01 11:55:48,2018-05-01 11:57:46,118,118.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170957,sanitized,759071,1654599251,11000,3507478246,5060,caller,3,1,200,0,1572910,0.0,1.0,0.0,0.0,1654599251.0,3507478246.0,5874.0,5659.0,0.0,0.0,2.0,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,65535.0,0.0,0.0,8.0,49.0,0.0,0.0,0.0,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,902,,255.0,,255.0,,,16.0,21.0,,,,,,,,,10.0,12.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,98.159.46.83,209.15.222.230,40.7432,43.6021,-75.2242,-79.5402,Easton,Toronto
2102,76104571,2018-05-01 11:05:10,2018-05-01 11:07:09,119,119.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170972,sanitized,279071,3495526702,5060,1654599250,11000,caller,3,1,200,0,33687552,1.0,0.0,0.0,0.0,411685143.0,1654599250.0,5928.0,5917.0,0.0,0.0,,2.0,2.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,45.0,45.0,45.0,0.0,0.0,0.0,60.0,0.0,60.0,6000.0,0.0,6000.0,1.0,0.0,1.0,0.0,2.0,0.0,902,,255.0,,255.0,,,,,,,,,,,,,1.0,22.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,208.89.129.46,98.159.46.82,43.6319,40.7432,-79.3716,-75.2242,,Easton
2104,76105120,2018-05-01 11:28:47,2018-05-01 11:29:56,69,65.0,0.0,4.0,709687,sanitized,786907,sanitized,sanitized,170975,sanitized,579071,3227975507,11000,1168965251,5060,callee,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975507.0,1168965251.0,3265.0,3260.0,0.0,0.0,2.0,3336.0,1.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,12.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801,,,,,,,,,,,,,,,,,2.0,146.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.83,69.172.254.131,43.6319,43.6496,-79.3716,-79.3833,,Toronto
2106,76105122,2018-05-01 11:28:47,2018-05-01 11:29:56,69,65.0,0.0,4.0,709687,sanitized,786907,sanitized,sanitized,170975,sanitized,579071,3227975507,11000,1168965251,5060,callee,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975507.0,1168965251.0,3264.0,3260.0,0.0,0.0,2.0,3336.0,1.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,12.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802,,,,,,,,,,,,,,,,,2.0,146.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.83,69.172.254.131,43.6319,43.6496,-79.3716,-79.3833,,Toronto
2108,76104871,2018-05-01 11:18:08,2018-05-01 11:18:43,35,35.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170989,sanitized,989071,3227975507,11000,3507482339,5060,caller,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975507.0,3507482339.0,1764.0,1767.0,0.0,1.0,2.0,,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0,2.0,45.0,45.0,45.0,57.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,801,,,,,,,16.0,21.0,,,,,,,,,2.0,8.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.83,209.15.238.227,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2110,76104876,2018-05-01 11:18:08,2018-05-01 11:18:43,35,35.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170989,sanitized,989071,3227975507,11000,3507482339,5060,caller,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975507.0,3507482339.0,1764.0,1768.0,0.0,0.0,2.0,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,802,,,,,,,16.0,21.0,,,,,,,,,3.0,8.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.83,209.15.238.227,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2112,76104878,2018-05-01 11:18:57,2018-05-01 11:19:02,5,5.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170989,sanitized,989071,3227975506,11000,3507482339,5060,caller,3,1,200,0,0,1.0,0.0,0.0,0.0,3227975506.0,3507482339.0,233.0,235.0,0.0,0.0,2.0,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,2.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,801,,,,,,,16.0,21.0,,,,,,,,,3.0,9.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,209.15.238.227,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2114,76104880,2018-05-01 11:18:57,2018-05-01 11:19:02,5,5.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170989,sanitized,989071,3227975506,11000,3507482339,5060,caller,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975506.0,3507482339.0,247.0,250.0,0.0,0.0,2.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,,,,,0.0,0.0,0.0,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,802,,,,,,,16.0,21.0,,,,,,,,,3.0,8.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,209.15.238.227,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2117,76106957,2018-05-01 12:01:07,2018-05-01 12:02:54,107,105.0,2.0,2.0,709687,sanitized,786907,sanitized,sanitized,170943,sanitized,349071,3227975506,11000,3507478251,5060,callee,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975506.0,3507478251.0,5242.0,3462.0,0.0,0.0,2.0,3240.0,2.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,3.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801,,,,,,,,,,,,,,,,,3.0,1951.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,209.15.222.235,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2120,76106961,2018-05-01 12:01:07,2018-05-01 12:02:54,107,105.0,2.0,2.0,709687,sanitized,786907,sanitized,sanitized,170943,sanitized,349071,3227975506,11000,3507478251,5060,callee,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975506.0,3507478251.0,5242.0,3462.0,0.0,0.0,2.0,3240.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,3.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802,,,,,,,,,,,,,,,,,2.0,1951.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,209.15.222.235,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2121,76104406,2018-05-01 10:59:50,2018-05-01 10:59:56,6,6.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170972,sanitized,279071,3495526702,5060,1654599251,11000,caller,3,1,200,0,33687552,1.0,0.0,0.0,0.0,1275790787.0,1654599251.0,321.0,324.0,0.0,0.0,,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,65535.0,1.0,10.0,12.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,123.0,0.0,902,,255.0,,255.0,,,,,,,,,,,,,1.0,37.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,208.89.129.46,98.159.46.83,43.6319,40.7432,-79.3716,-75.2242,,Easton
2122,76107734,2018-05-01 12:11:43,2018-05-01 12:12:10,27,23.0,1.0,4.0,709687,sanitized,786907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,1654599249,5060,callee,3,1,200,0,0,0.0,1.0,9.0,9.0,3227975507.0,1676539840.0,595.0,561.0,0.0,0.0,2.0,3920.0,1.0,28.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,2.0,22.0,,,,,,,,9.0,28.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,802,,,,,,,16.0,21.0,,,,,,,,,7.0,236.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,4.0,192.102.255.83,98.159.46.81,43.6319,40.7432,-79.3716,-75.2242,,Easton
2123,76107740,2018-05-01 12:11:43,2018-05-01 12:12:10,27,23.0,1.0,4.0,709687,sanitized,786907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,1654599249,5060,callee,3,1,200,0,0,0.0,1.0,9.0,9.0,3227975507.0,1676539840.0,596.0,561.0,0.0,0.0,2.0,3920.0,1.0,28.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,2.0,22.0,,,,,,,,9.0,28.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,801,,,,,,,16.0,21.0,,,,,,,,,7.0,236.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,4.0,192.102.255.83,98.159.46.81,43.6319,40.7432,-79.3716,-75.2242,,Easton
2126,76104934,2018-05-01 11:21:21,2018-05-01 11:22:12,51,51.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170989,sanitized,989071,3227975506,11000,3507482339,5060,caller,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975506.0,3507482339.0,2519.0,1933.0,0.0,0.0,2.0,,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,2.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,801,,,,,,,16.0,21.0,,,,,,,,,2.0,8.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,209.15.238.227,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2128,76104936,2018-05-01 11:21:21,2018-05-01 11:22:12,51,51.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170989,sanitized,989071,3227975506,11000,3507482339,5060,caller,3,1,200,0,0,0.0,1.0,0.0,0.0,3227975506.0,3507482339.0,2520.0,1935.0,0.0,0.0,2.0,,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,802,,,,,,,16.0,21.0,,,,,,,,,2.0,7.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,192.102.255.82,209.15.238.227,43.6319,43.6021,-79.3716,-79.5402,,Toronto
2129,76107756,2018-05-01 12:11:43,2018-05-01 12:12:10,27,23.0,1.0,,709687,sanitized,786907,sanitized,sanitized,device,sanitized,ecived,3227975507,11000,1676539840,1026,callee,3,1,200,0,33685504,,,,,,,,,,,2.0,3920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,,255.0,,255.0,,,16.0,21.0,,,,,,,,,1.0,228.0,,,,,,,,,,192.102.255.83,99.237.247.192,43.6319,47.6333,-79.3716,-52.85,,Portugal Cove
2130,76104432,2018-05-01 11:00:06,2018-05-01 11:00:52,46,46.0,0.0,0.0,709687,sanitized,786907,sanitized,sanitized,170972,sanitized,279071,3495526702,5060,1654599250,11000,caller,3,1,200,0,33687552,1.0,0.0,0.0,0.0,1275790787.0,1654599250.0,2306.0,2299.0,0.0,0.0,,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,902,,255.0,,255.0,,,,,,,,,,,,,1.0,26.0,45.0,45.0,45.0,45.0,45.0,45.0,20.0,20.0,,208.89.129.46,98.159.46.82,43.6319,40.7432,-79.3716,-75.2242,,Easton
2132,76103232,2018-05-01 04:11:34,2018-05-01 04:13:01,87,81.0,2.0,,604687,sanitized,786406,sanitized,sanitized,190240,sanitized,042091,3227975251,11000,3510265337,5060,callee,3,1,200,0,33685504,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,16.0,,,,,,,,,,1.0,1964.0,,,,,,,,,,192.102.254.83,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,,Toronto
2133,76103233,2018-05-01 04:11:34,2018-05-01 04:13:01,87,81.0,2.0,,604687,sanitized,786406,sanitized,sanitized,190240,sanitized,042091,3227975251,11000,3510265337,5060,callee,3,1,200,0,33685504,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,16.0,,,,,,,,,,1.0,1964.0,,,,,,,,,,192.102.254.83,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,,Toronto
2137,76100705,2018-05-01 00:05:09,2018-05-01 00:07:44,155,139.0,1.0,,604687,sanitized,786406,sanitized,sanitized,160442,sanitized,244061,3227975250,11000,3510265337,5060,caller,3,1,200,0,33685504,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802,,,,,,,16.0,21.0,,,,,,,,,1.0,787.0,,,,,,,,,,192.102.254.82,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,,Toronto
2138,76100706,2018-05-01 00:05:09,2018-05-01 00:07:44,155,139.0,1.0,,604687,sanitized,786406,sanitized,sanitized,160442,sanitized,244061,3227975250,11000,3510265337,5060,caller,3,1,200,0,33685504,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,16.0,21.0,,,,,,,,,1.0,787.0,,,,,,,,,,192.102.254.82,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,,Toronto
2139,76100559,2018-05-01 00:03:11,2018-05-01 00:03:42,31,21.0,2.0,,604687,sanitized,786406,sanitized,sanitized,177837,sanitized,738771,3227975251,11000,3510265337,5060,caller,3,1,200,0,33685504,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,,,,,,16.0,21.0,,,,,,,,,1.0,1263.0,,,,,,,,,,192.102.254.83,209.58.101.249,43.6319,43.7797,-79.3716,-79.3813,,Toronto
